Index,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Rubber,Cloth,Processed Lumber,Metal,Glass,Other
778,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170702,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,26,8,0,11,24,0,0
779,Independent,Strunjan,IT,Mediterranean Sea,728,Urban,Pebbels,20190128,Cleanup,,13.73261705,45.60902625,13.72464059,45.60557308,332,0,12,0,0,5,0
780,Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20170830,Cleanup,,9.436171386,47.50629918,9.436930447,47.50564823,199,2,4,18,88,14,0
781,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20171227,Cleanup,,8.526254935,47.31242173,8.526473899,47.31196494,58,0,0,0,0,0,0
782,Surfrider Foundation Europe,"PLAGE TIZIRINE CHERCHELL, 42100 Cherchell, Alg?rie",DZ,Mediterranean Sea,91,,,20150321,Cleanup,,2.20266,36.6116,2.20366,36.6116,3120,0,100,0,312,250,0
783,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20170604,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,24,0,1,5,32,12,0
784,Surfrider Foundation Europe,"12-34 Via Principe Umberto, 89040 Bivongi, Italie",Int,Mediterranean Sea,88,,,20150320,Cleanup,,16.4516,38.4837,16.4526,38.4837,3273,24,465,0,1588,348,0
785,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20170730,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,37,0,0,4,4,0,0
786,Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20170818,Cleanup,,8.066017963,47.40566917,8.065563868,47.40528554,61,0,0,11,36,0,0
787,Independent,Nokken Strandvej ,,North-east Atlantic Ocean,783,,,20181212,Cleanup,,12.55599284,55.64525555,12.56101918,55.65169507,539,0,2,0,0,0,0
788,Swiss Litter Report,sihl_leimbach_kruegerm,CH,,99,Urban,Pebbels,20170724,Cleanup,,8.519119455,47.32543607,8.519485579,47.32629067,22,8,1,2,16,3,0
789,DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20180910,Monitoring,,13.62293341,45.53586968,13.62184979,45.53643754,262,12,17,20,8,18,0
790,Independent,warrenpoint seaview,UK,North-east Atlantic Ocean,305,Urban,Other (mixed),20171018,Cleanup,,-6.25306178,54.09738927,-6.248783886,54.09855796,8,0,0,0,0,9,0
791,Independent,Beach at the Monument of National Resistance,GR,Mediterranean Sea,154,Urban,Rocky,20181124,Cleanup,,26.14298194,38.3682763,26.14354521,38.3669647,191,0,0,6,596,304,0
792,Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20161010,Monitoring,,28.59051,43.83461,28.59055,43.83369,1835,89,91,312,428,69,2
793,Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20180324,Cleanup,,9.431144031,47.52088875,9.431524898,47.52098032,9,4,0,0,4,0,0
794,Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170930,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,3,0,0,0,0,0,0
795,Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20170506,Cleanup,,8.540236953,47.19540185,8.540653772,47.19529442,24,8,0,0,16,1,1
796,Independent,ALIKI,GR,Mediterranean Sea,118,Urban,Other (mixed),20160202,Cleanup,,22.11132554,38.26409818,22.11059339,38.26498967,0,0,0,0,0,0,0
797,Independent,Tregandle,UK,North-east Atlantic Ocean,287,Rural,Sandy,20170423,Cleanup,,-4.275318987,50.35416747,-4.272044299,50.35262547,53,0,3,0,0,1,0
798,Legambiente Onlus,Spiaggia Spinesante Barcellona (ME),IT,Unknown,100,,,20180416,Monitoring,,0.00013645,0.000342859,0.000136459,0.000342859,790,40,7,276,610,108,0
799,Surfrider Foundation Europe,"1 rue de Cayenne, 76260 Eu, France",FR,North-east Atlantic Ocean,71,,,20150321,Cleanup,,1.4196,50.0489,1.4206,50.0489,0,0,0,0,812,60,0
800,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20171229,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,19,0,3,0,20,7,1
801,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20170928,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,212,0,1,33,60,10,0
802,Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20171129,Cleanup,,8.478881171,47.10668688,8.478635696,47.10660264,0,0,0,0,0,0,0
803,Surfrider Foundation Europe,"Avenue Lieutenant colonel faro, 19000 Tulle, France",Int,,78,,,20150321,Cleanup,,1.7717,45.2657,1.7727,45.2657,68,20,10,0,160,20,0
804,Perseus,Mangalia sulphorous gulf,RO,Black Sea,2097,Urban,Sandy,20150629,Cleanup,,28.59268442,43.82811717,28.58947249,43.80938513,99,0,0,12,0,8,0
805,Surfrider Foundation Europe,"pochote, Pochote Pochote, Costa Rica",Int,,132,,,20150722,Cleanup,,-84.9938,9.74952,-84.9928,9.74952,1785,0,18,0,136,35,0
806,Swiss Litter Report,thunersee_spiez_meierd_1,CH,,29,,,20180115,Cleanup,,7.657882391,46.7044368,7.658185572,46.70428087,3,0,0,1,8,4,0
807,Surfrider Foundation Europe,"6-7 Boulevard Albert 1er, 44600 Saint-Nazaire, France",FR,North-east Atlantic Ocean,75,,,20150321,Cleanup,,-2.22741,47.2575,-2.22641,47.2575,1280,9,50,0,320,290,0
808,Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20170405,Cleanup,,9.431144031,47.52088875,9.431524898,47.52098032,29,1,0,16,20,4,0
809,Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20170724,Cleanup,,8.689797231,47.35012739,8.689775815,47.3498032,203,36,1,8,88,8,1
810,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20171003,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,34,5,2,0,40,9,0
811,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,,67,,,20170403,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,68,10,1,5,4,2,0
812,Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170422,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,158,3,5,10,32,881,0
813,Independent,durankulak,BG,Black Sea,249,Rural,Sandy,20150902,Cleanup,,28.56580627,43.69637225,28.56424458,43.6944412,829,8,15,55,44,3,0
814,Surfrider Foundation Europe,"plage de kerler, 29170 Fouesnant, France",FR,North-east Atlantic Ocean,74,,,20150322,Cleanup,,-4.05337,47.8542,-4.05237,47.8542,148,0,3,0,8,15,0
815,Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20180318,Cleanup,,6.154318667,46.17849118,6.154981568,46.17828964,355,12,2,6,8,10,1
816,Institute for Water of the Republic of Slovenia,Piran 1,SI,Mediterranean Sea,253,Urban,Pebbels,20130920,Cleanup,,13.57810577,45.5264048,13.57539835,45.52767262,215,0,0,4,20,21,0
817,Perseus,Mangalia 1,RO,Black Sea,2081,Urban,Sandy,20150113,Cleanup,,28.58960172,43.80935175,28.59300129,43.82791516,414,0,0,27,0,0,0
818,Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20171107,Cleanup,,8.698713288,47.21764584,8.698372227,47.21772673,22,0,0,4,0,6,0
819,Surfrider Foundation Europe,"185 Avenue de la Grande C?t?, 17420 Saint-Palais-sur-Mer, France",FR,North-east Atlantic Ocean,77,,,20150328,Cleanup,,-1.12319,45.6524,-1.12219,45.6524,1035,0,0,0,180,60,0
820,Independent,long beach 1000m,IE,North-east Atlantic Ocean,893,,,20150715,Cleanup,,-8.955639245,51.55115214,-8.965121661,51.55665994,1,0,0,0,0,0,0
821,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20170528,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,27,0,0,2,32,0,0
822,Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20180213,Cleanup,,7.4527897,46.97100972,7.452812226,46.97084834,4,0,1,0,0,0,0
823,Independent,Warrenpoint Front Shore Carpark,UK,North-east Atlantic Ocean,77,Urban,Other (mixed),20171011,Cleanup,,-6.254877238,54.09896227,-6.254319005,54.09835474,10,0,2,0,0,0,0
824,OceanCare Cleanups,vendicari_vetterhoward,IT,Mediterranean Sea,58,Rural,Sandy,20180410,Cleanup,,15.10701514,36.83952949,15.10728111,36.84000327,831,0,5,33,24,2,2
825,PALS: STOP BASURAS MARINAS,La Llana,ES,Mediterranean Sea,479,Rural,Sandy,20180217,Monitoring,,-0.757737212,37.81389884,-0.757898515,37.81821061,1204,13,11,73,168,34,2
826,Legambiente Onlus,"Spaiggia della Marina di Montemarciano, Ancona (AN)",IT,Mediterranean Sea,100,,,20170429,Monitoring,,13.30208,43.67121,13.30308,43.67121,326,80,9,15,20,15,0
827,Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20171216,Cleanup,,7.612153634,47.55864389,7.614550071,47.55909708,5,20,0,6,244,129,0
828,Independent,Tresmeur,FR,North-east Atlantic Ocean,102,Urban,Sandy,20160512,Cleanup,,-3.582719428,48.76834171,-3.584057957,48.76861274,169,0,7,19,0,3,3
829,Swiss Litter Report,rhein_laag_jungbluthn,DE,,163,Rural,Rocky,20170827,Cleanup,,8.717210402,47.69152541,8.715379336,47.69072451,2,0,0,0,0,1,0
830,Independent,Moneglia,IT,Mediterranean Sea,229,Rural,Rocky,20140510,Cleanup,,9.47827218,44.23881049,9.479822879,44.24054548,393,0,3,0,0,2,0
831,Swiss Litter Report,Sihl_Zuerich_ScherfS,CH,,19,Urban,Rocky,20170815,Cleanup,,8.5323698,47.37314949,8.532494759,47.37329486,10,0,1,5,20,5,0
832,Surfrider Foundation Europe,"41 Tramo litoral Deba-Zumaia, 20750 Zumaia, Espagne",ES,North-east Atlantic Ocean,81,,,20150704,Cleanup,,-2.25156,43.3025,-2.25056,43.3025,84,4,0,0,36,13,0
833,Surfrider Foundation Europe,Porsmilin ,FR,North-east Atlantic Ocean,71,Rural,Sandy,20150310,Cleanup,,-4.679753538,48.35565461,-4.680713613,48.35571617,563,0,1,0,0,9,0
834,Independent,irakli,BG,Black Sea,2222,Near river mouth,Sandy,20151011,Cleanup,,27.8896781,42.74945469,27.89491813,42.72983464,912,12,14,76,124,12,1
835,Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20170731,Cleanup,,9.436171386,47.50629918,9.436930447,47.50564823,124,0,3,1,56,5,0
836,NIMRD Grigore Antipa,Tracon Mamaia Arena Regia,RO,Black Sea,470,Urban,Sandy,20180531,Cleanup,,28.62316864,44.28411691,28.62371308,44.28833026,120,0,9,5,4,2,0
837,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180216,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,0,0,0,0,4,0,0
838,Surfrider Foundation Europe,"32 Via Cartagine, 00058 Santa Marinella, Italie",IT,Mediterranean Sea,83,,,20150322,Cleanup,,11.9563,42.0172,11.9573,42.0172,1123,4,15,0,128,40,0
839,Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20170510,Cleanup,,8.698713288,47.21764584,8.698372227,47.21772673,76,4,1,17,24,7,0
840,Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20170411,Cleanup,,28.64498,44.0462,28.64536,44.0453,359,17,21,20,76,75,1
841,Surfrider Foundation Europe,"4 Place des Estagnots, 40510 Seignosse, France",FR,North-east Atlantic Ocean,80,,,20150526,Cleanup,,-1.43867,43.6867,-1.43767,43.6867,1984,0,9,0,0,10,0
842,Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20170410,Monitoring,,28.64046,43.95488,28.64006,43.954,108,8,1,5,8,18,0
843,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170618,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,12,4,1,4,12,0,1
844,Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20180120,Cleanup,,8.066017963,47.40566917,8.065563868,47.40528554,19,0,1,3,4,0,0
845,Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20171221,Cleanup,,8.513443532,47.39453926,8.5139733,47.3944089,2,0,0,0,12,1,0
846,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170806,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,23,0,1,8,76,0,0
847,"Aarhus University, Denmark ",Skomagerkrogen,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180913,Monitoring,,12.09103274,55.67006725,12.09031659,55.67087199,507,7,6,31,16,0,5
848,Swiss Litter Report,zuerichsee_staefa_hennm,CH,,11,,,20170522,Cleanup,,8.769881407,47.23464309,8.770014323,47.2345991,62,4,0,0,0,2,0
849,Plastic Change,Selsø,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20170425,Monitoring,,11.995539,55.732848,11.996107,55.732007,4,0,0,0,0,0,0
850,"Aarhus University, Denmark ","Sønderø, Roskilde Vig",DK,North-east Atlantic Ocean,99,Rural,Pebbels,20180619,Monitoring,,12.08215544,55.66975815,12.08374761,55.6697621,3,0,0,2,8,0,0
851,Surfrider Foundation Europe,"16 Boulevard de la Mer, 29217 Plougonvelin, France",FR,North-east Atlantic Ocean,73,,,20150322,Cleanup,,-4.70236,48.3482,-4.70136,48.3482,56,0,0,0,0,0,0
852,Independent,Brighton and Hove (Hove),UK,North-east Atlantic Ocean,1929,,,20151107,Cleanup,,-0.145030655,50.82002134,-0.172104866,50.82379065,6063,0,28,141,2782,20,0
853,Legambiente Onlus,Torre San Marco Agropoli (SA),IT,Unknown,100,,,20180426,Monitoring,,0.000134749,0.000362626,0.000134758,0.000362626,146,4,1,14,28,1,0
854,Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20171029,Cleanup,,7.610348826,47.55821758,7.609944468,47.5580976,2,0,0,0,0,3,0
855,Mare Nostrum,Constanta,RO,Black Sea,105,Urban,Sandy,20160412,Cleanup,,28.65538,44.19412,28.65575,44.19321,192,20,4,9,8,1,0
856,"Aarhus University, Denmark ",MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20160417,Monitoring,,10.58123183,57.74860901,10.58281088,57.74891554,3550,91,22,40,117,24,842
857,Legambiente Onlus,"Spiaggia libera Magazzeno, Pontecagnano (SA)",IT,Mediterranean Sea,100,,,20180428,Monitoring,,14.85718,40.60931,14.85818,40.60931,1131,68,23,29,134,15,10
858,Independent,"European cleaning day - Saronida, Greece",,Mediterranean Sea,70,Urban,Other (mixed),20140508,Cleanup,,23.75870929,38.01565324,23.75792607,38.01559352,0,0,0,0,0,0,0
859,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20180710,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,45,4,1,22,8,26,23
860,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180131,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,32,8,0,3,80,2,0
861,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20170704,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,17,0,0,4,4,0,0
862,Surfrider Foundation Europe,"Domaine naturiste de La Jenny, 33680 Le Porge, France",FR,North-east Atlantic Ocean,79,,,20150321,Cleanup,,-1.21025,44.8441,-1.20925,44.8441,1320,0,10,0,460,147,0
863,Surfrider Foundation Europe,"1, Place du Général de Gaulle, 56740 Locmariaquer, France",FR,North-east Atlantic Ocean,75,,,20150511,Cleanup,,-2.94329,47.5697,-2.94229,47.5697,242,0,3,0,40,25,0
