"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type","Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Cigarette Butts","Food Wrappers (candy, chips, etc.)","Take Out/Away Containers (Plastic)","Take Out/Away Containers (Foam)","Bottle Caps (Plastic)","Bottle Caps (Metal)","Lids (Plastic)","Straws, Stirrers","Forks, Knives, Spoons","Beverage Bottles (Plastic)","Beverage Bottles (Glass)","Beverage Cans","Grocery Bags (Plastic)","Other Plastic Bags","Paper Bags","Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps","Fishing Net & Pieces","Fishing Line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing Gear (Clean Swell)","6-Pack Holders","Other Plastic/Foam Packaging","Other Plastic Bottles (oil, bleach, etc.)","Strapping Bands","Tobacco Packaging/Wrap","Other Packaging (Clean Swell)","Appliances (refrigerators, washers, etc.)",Balloons,"Cigar Tips","Cigarette Lighters","Construction Materials",Fireworks,Tires,Toys,"Other Trash (Clean Swell)",Condoms,Diapers,Syringes,"Tampons/Tampon Applicators","Personal Hygiene (Clean Swell)","Foam Pieces","Glass Pieces","Plastic Pieces","Total Items Collected"
17145,"Solan, Himachal Pradesh, India","Himachal Pradesh, India",India,"30.901336339056, 76.964737772942","Land (beach, shoreline and inland)",2016-09-24,"IMF North - Kasuli",32,0,32,88.18,0.62,15,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
17146,"Solan, Himachal Pradesh, India","Himachal Pradesh, India",India,"30.904544544649, 77.097029685974","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Solan",12,0,12,37.48,0.93,6,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
17147,"Udupi, Karnataka, India","Karnataka, India",India,"13.638250609447, 74.689382314682","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Kundapur",17,0,17,28.66,1.24,7,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
17148,"Junagadh, Gujarat, India","Gujarat, India",India,"21.520472733689, 70.454168915749","Land (beach, shoreline and inland)",2016-11-05,"IMF North -  Junagad",21,0,21,48.5,1.55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
17149,"Bhavnagar, Gujarat, India","Gujarat, India",India,"21.611128292048, 72.269627451897","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Guj-Koliyaak",18,0,18,61.73,1.24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
17150,"Ganjam, Odisha, India","Odisha, India",India,"19.375273877517, 85.071634054184","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Ganjam",11,0,11,79.37,1.24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
17151,"Khordha, Odisha, India","Odisha, India",India,"20.284680504608, 85.882583856583","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Bhubneshwar",17,0,17,52.91,0.93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
17152,"Kolkata, West Bengal, India","West Bengal, India",India,"22.572928059236, 88.344304561615","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Kolkatta",15,0,15,39.68,1.24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
17153,"Central Delhi, Delhi, India","Delhi, India",India,"28.661539417509, 77.247367501259","Land (beach, shoreline and inland)",2016-09-24,"IMF North -  Golden Jubilee Park, New Delhi",45,0,45,114.64,1.24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
26252,"North Goa, Goa, India","Goa, India",India,"15.5587, 73.75049","Land (beach, shoreline and inland)",2017-10-22,,1,0,1,4.2,0.1124,0,7,18,0,0,5,0,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,10,66
26254,"North Goa, Goa, India","Goa, India",India,"15.55836, 73.75556","Land (beach, shoreline and inland)",2017-10-22,,4,0,4,42.59,1.2994,0,116,52,3,0,45,0,1,17,3,25,50,2,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,103,0,0,0,0,1,0,0,13,447
26255,"North Goa, Goa, India","Goa, India",India,"15.55736, 73.75095","Land (beach, shoreline and inland)",2017-10-22,,1,0,1,5.57,0.0572,0,24,19,0,0,9,0,0,3,0,3,2,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,17,121
29501,"Vishakhapatnam, Andhra Pradesh, India","Andhra Pradesh, India",India,"17.715944631974, 83.32790851593","Land (beach, shoreline and inland)",2017-09-16,,500,0,500,1102.31,1.86,40,133,266,204,172,295,389,195,152,205,256,355,132,1356,359,256,152,325,709,15,32,4,18,0,6,208,325,105,265,0,9,132,56,16,295,130,11,0,0,5,172,45,24,0,21,106,142,8053
29502,"Vishakhapatnam, Andhra Pradesh, India","Andhra Pradesh, India",India,"17.890724043395, 83.456161022186","Land (beach, shoreline and inland)",2017-09-16,"Mani Kumar Bhagi",80,0,80,687.84,3.11,90,215,122,152,136,165,132,128,128,114,195,89,132,352,235,123,136,192,186,6,22,5,52,0,13,38,142,18,135,0,0,32,36,22,165,28,16,0,0,12,18,12,8,0,22,12,32,3778
29503,"Vishakhapatnam, Andhra Pradesh, India","Andhra Pradesh, India",India,"17.88874328573, 83.4543800354","Land (beach, shoreline and inland)",2017-09-16,"Mani Kumar Bhagi",80,0,80,687.84,6.21,90,245,275,202,216,162,152,136,198,26,465,52,186,392,265,155,112,119,97,0,0,0,0,0,2,16,352,12,12,0,0,22,95,125,120,23,11,0,0,15,42,12,16,0,21,62,52,4465
29504,"South Goa, Goa, India","Goa, India",India,"15.280790496699, 73.911981582642","Land (beach, shoreline and inland)",2017-09-16,"Gaurish Sawant",120,0,120,1157.43,3.11,30,68,32,145,18,72,48,48,75,18,215,70,89,388,680,12,16,36,32,0,0,0,0,0,5,245,155,18,111,0,0,28,3,22,165,6,15,0,0,6,5,13,8,0,22,46,72,3007
29505,"South Goa, Goa, India","Goa, India",India,"15.283936729303, 73.911294937134","Land (beach, shoreline and inland)",2017-09-16,"Dr. Juao Costa",120,0,120,705.48,3.11,16,70,36,159,23,75,42,46,75,18,122,86,120,451,623,12,12,52,32,0,0,0,0,0,6,260,182,26,152,0,0,30,3,26,75,6,12,0,0,6,6,12,3,0,26,45,86,3016
29506,"North Goa, Goa, India","Goa, India",India,"15.481764334151, 73.807997703552","Land (beach, shoreline and inland)",2017-09-16,"Lt Cdr Gaurish Sawant",120,0,120,725.32,3.11,15,280,145,156,120,168,155,128,88,44,192,155,415,255,178,95,112,125,68,0,0,0,0,0,21,45,162,38,213,0,5,145,162,172,32,116,13,0,0,8,82,12,26,0,96,156,232,4615
29507,"North Goa, Goa, India","Goa, India",India,"15.549663304886, 73.753881454468","Land (beach, shoreline and inland)",2017-10-01,"Maj Sivaji B Dharwadkar",30,0,30,555.56,3.11,25,216,125,129,96,152,135,128,78,47,226,152,416,216,226,126,146,159,86,0,0,0,3,0,23,26,112,56,216,0,2,120,156,175,6,116,12,0,0,3,76,6,42,0,96,165,189,4459
29508,"North Goa, Goa, India","Goa, India",India,"15.688162245091, 73.703498840332","Land (beach, shoreline and inland)",2017-10-01,"Lt Sam Braganza",120,0,120,1146.4,4.97,26,106,256,126,62,262,86,13,172,52,421,305,74,69,210,86,56,374,45,22,65,35,65,0,1,54,26,22,32,0,6,3,55,6,41,16,12,0,0,3,13,17,0,0,169,46,158,3642
29510,"Dakshina Kannada, Karnataka, India","Karnataka, India",India,"12.951363805095, 74.802474975586","Land (beach, shoreline and inland)",2017-09-16,"Regi Philipose, Gracian",100,0,100,903.9,3.11,30,4012,2856,865,365,1026,416,316,189,136,825,356,265,416,1022,289,625,630,210,4,24,6,76,0,4,18,56,18,415,0,4,86,450,210,20,23,14,0,0,16,5,6,2,0,29,95,215,16615
29511,"Udupi, Karnataka, India","Karnataka, India",India,"13.356218226019, 74.698619842529","Land (beach, shoreline and inland)",2017-09-16,"Captain MC Belliappa",120,0,120,917.12,3.11,22,255,215,168,122,285,145,158,254,289,140,314,142,1240,521,258,215,241,125,168,112,18,56,0,2,152,256,16,156,0,6,120,162,19,123,12,6,0,0,11,15,6,16,0,216,165,324,7224
29513,"Uttara Kannada, Karnataka, India","Karnataka, India",India,"14.809840374975, 74.126408100128","Land (beach, shoreline and inland)",2017-09-16,"S B Sahu",100,0,100,804.69,1.86,30,286,45,184,32,118,145,156,18,26,265,198,96,126,415,40,25,32,82,16,45,0,36,0,2,14,85,16,74,0,0,16,18,45,85,3,6,0,0,0,35,6,0,0,18,96,128,3033
29630,"Thiruvananthapuram, Kerala, India","Kerala, India",India,"8.4781431033387, 76.912343502045","Land (beach, shoreline and inland)",2017-10-01,"Abdul Sathar PM Renjith",120,0,120,1172.86,2.49,30,5,32,75,56,65,32,6,12,18,219,352,52,210,265,8,12,26,25,0,0,0,0,0,0,75,45,6,45,0,0,15,6,2,112,6,4,0,0,0,12,5,16,0,19,56,84,1978
29631,"Yanam, Puducherry, India","Puducherry, India",India,"11.93226791335, 79.836015701335","Land (beach, shoreline and inland)",2017-10-01,Karunakaran,100,0,100,784.85,2.49,48,169,215,126,186,156,124,162,92,75,352,121,96,412,482,65,195,362,129,2,6,5,16,0,2,14,65,52,95,0,0,65,95,45,16,6,18,0,0,6,65,26,32,0,42,212,154,4558
29716,"Yanam, Puducherry, India","Puducherry, India",India,"11.788795565334, 79.796190261841","Land (beach, shoreline and inland)",2017-10-01,R.Babu,120,0,120,837.76,3.11,19,121,141,186,165,256,215,241,2686,96,360,252,241,265,85,59,243,18,148,84,65,3,63,0,25,96,125,12,210,0,0,58,24,65,116,95,62,0,0,18,24,25,19,0,56,208,195,7426
29717,"Pondicherry, Puducherry, India",,India,"11.913116388971, 79.829578400313","Land (beach, shoreline and inland)",2017-10-01,"S. K Agnihotri",120,0,120,1369.07,2.49,42,136,265,321,158,215,210,325,195,189,432,275,198,324,384,187,157,310,128,19,24,45,135,0,14,201,214,26,174,0,1,174,22,25,235,54,12,0,0,2,21,14,0,0,184,295,341,6641
29718,"Kanyakumari, Tamil Nadu, India","Tamil Nadu, India",India,"8.0867206915206, 77.554539442062","Land (beach, shoreline and inland)",2017-09-16,"Dr.Arun Kumar",120,0,120,1128.77,2.49,30,194,159,365,195,298,214,153,395,24,572,164,142,462,185,147,176,154,67,3,41,1,65,0,3,47,95,65,123,0,0,62,41,32,124,32,32,0,0,9,65,2,0,0,35,41,214,5198
29719,"Thoothukudi, Tamil Nadu, India","Tamil Nadu, India",India,"8.3960450094494, 78.058977127075","Land (beach, shoreline and inland)",2017-12-10,,100,0,100,771.62,2.49,38,54,24,245,32,168,84,27,32,12,584,321,215,1247,2143,236,65,95,142,9,45,6,84,0,3,14,74,23,162,0,0,32,9,17,235,3,16,0,0,14,62,8,4,0,132,214,412,7304
29720,"Thoothukudi, Tamil Nadu, India","Tamil Nadu, India",India,"8.4917700769714, 78.126912117004","Land (beach, shoreline and inland)",2017-09-16,Dr.S.Jeyakumar,120,0,120,3395.12,2.49,58,210,2123,1452,2031,1746,1962,154,1326,395,1142,843,234,6231,1241,930,475,1202,321,4,125,214,231,0,12,841,358,634,2014,0,2,476,1235,412,764,624,92,0,0,0,362,75,832,0,156,247,642,34370
29721,"Tirunelveli, Tamil Nadu, India","Tamil Nadu, India",India,"8.274985894853, 77.890706062317","Land (beach, shoreline and inland)",2017-09-16,Alageshkumar,100,0,100,2017.23,2.49,48,1412,362,2147,2362,1956,1863,1326,265,174,2163,746,1269,2478,1623,2478,1201,2369,2746,23,17,21,32,0,2,154,169,74,165,0,6,264,2145,110,410,214,26,0,0,12,45,32,12,0,132,178,295,33478
29722,"Thoothukudi, Tamil Nadu, India","Tamil Nadu, India",India,"8.5316237342183, 78.122577667236","Land (beach, shoreline and inland)",2017-09-16,"Jhansi Rani",120,0,120,473.99,3.11,0,85,124,124,84,96,54,14,68,14,248,221,124,398,347,84,65,57,35,0,0,0,0,0,3,27,241,32,49,0,6,39,65,245,6,6,9,0,0,0,4,18,32,0,14,32,36,3106
29723,"Thoothukudi, Tamil Nadu, India","Tamil Nadu, India",India,"8.7170431480812, 78.153047561646","Land (beach, shoreline and inland)",2017-09-16,E.Rajeshkumar,150,0,150,771.62,4.35,24,184,214,362,225,362,254,220,236,210,321,258,201,365,512,256,258,321,251,1,0,0,0,0,26,204,216,12,260,0,68,263,14,65,268,24,29,0,0,15,184,16,34,0,78,241,326,7354
29725,"Thoothukudi, Tamil Nadu, India",,India,"8.767858393985, 78.171329498291","Land (beach, shoreline and inland)",2017-09-16,"Dr. Ashok",120,0,120,2248.72,3.11,65,425,2652,2310,1952,1020,1211,841,953,1521,2850,1956,484,1210,1245,578,1352,3620,965,265,235,165,236,0,24,62,215,42,42,0,15,125,215,62,35,48,12,0,0,12,51,18,6,0,245,598,745,30618
29727,"Ramanathapuram, Tamil Nadu, India","Tamil Nadu, India",India,"9.3263588322388, 79.021739959717","Land (beach, shoreline and inland)",2017-09-16,"Dr. M. Anand, PhD",200,0,200,672.41,3.11,20,152,415,56,15,245,86,214,216,26,865,574,321,2685,247,147,1478,1150,95,122,47,53,18,0,2,247,416,38,463,0,0,46,535,29,496,68,124,0,0,8,19,35,26,0,68,347,652,12846
29729,"Ramanathapuram, Tamil Nadu, India","Tamil Nadu, India",India,"9.2283940707596, 78.786950111389","Land (beach, shoreline and inland)",2017-09-16,,100,0,100,925.94,3.11,35,256,215,547,45,159,16,125,148,12,325,144,245,152,262,28,236,369,174,59,14,19,175,0,2,95,214,58,54,0,19,65,14,8,36,5,17,0,0,12,0,5,0,0,125,124,256,4834
29730,"Ramanathapuram, Tamil Nadu, India","Tamil Nadu, India",India,"9.265457021644, 79.109802246094","Land (beach, shoreline and inland)",2017-09-16,"Arul Anandar College",75,0,75,771.62,4.97,35,185,395,145,24,284,215,174,193,19,284,186,74,657,147,195,247,456,164,0,0,0,0,0,2,25,142,18,236,0,2,16,86,32,52,20,21,0,0,17,32,15,21,0,362,354,856,6353
29732,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"10.72740522905, 79.849405288696","Land (beach, shoreline and inland)",2017-09-16,Jagathesan,100,0,100,771.62,3.11,52,168,325,125,247,298,325,198,45,95,275,149,165,4156,3256,456,741,954,175,0,0,0,3,0,24,274,215,35,76,0,0,35,17,3,9,0,0,0,0,2,32,4,9,0,24,124,415,13454
29733,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"10.784702502499, 79.850821495056","Land (beach, shoreline and inland)",2017-09-16,"S.Prem Kumar",120,0,120,650.36,3.11,32,42,142,165,215,325,148,416,215,245,341,416,321,716,114,123,745,348,295,0,0,0,0,0,3,194,386,26,245,0,2,36,0,0,63,16,16,0,0,13,14,9,27,0,24,364,956,7726
29734,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"10.814169039162, 79.850735664368","Land (beach, shoreline and inland)",2017-09-16,"S. RajaSekaran",50,0,50,584.22,3.11,25,185,326,315,169,236,178,265,142,62,462,242,326,932,412,362,231,1223,147,0,0,0,0,0,4,68,142,62,201,0,0,13,214,63,93,14,12,0,0,4,32,6,6,0,232,326,489,8196
29735,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"10.818890161027, 79.850564002991","Land (beach, shoreline and inland)",2017-09-16,"Dr A. Mohammed Ismail",150,0,150,1388.91,3.11,70,320,412,326,365,841,2154,1263,369,321,1325,1241,563,695,3424,215,72,862,343,32,73,62,19,0,32,263,222,247,364,0,0,132,127,19,462,152,19,0,0,32,231,52,32,0,754,623,935,19995
29736,"Yanam, Puducherry, India","Puducherry, India",India,"10.919027823257, 79.852645397186","Land (beach, shoreline and inland)",2017-09-16,"Suresh Kanna",120,0,120,716.5,3.11,35,253,326,362,225,328,155,402,32,85,328,236,144,428,266,247,254,195,413,152,96,135,123,0,74,95,253,114,185,0,42,152,236,182,132,63,82,0,0,32,135,44,93,0,236,245,329,7909
29737,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"11.153224283315, 79.857087135315","Land (beach, shoreline and inland)",2017-09-16,Selvaraj,100,0,100,3196.7,7.46,45,265,726,2132,2012,3210,1230,2632,1348,346,1624,561,1479,2685,4632,643,687,2654,2732,322,142,162,321,0,26,214,1024,164,2036,0,2,412,325,45,421,65,18,0,0,23,135,95,32,0,128,168,746,38624
29738,"Cuddalore, Tamil Nadu, India","Tamil Nadu, India",India,"11.739457860079, 79.78696346283","Land (beach, shoreline and inland)",2017-09-16,Gopinath.s,120,0,120,683.43,3.11,30,126,263,162,175,248,135,185,124,23,156,144,111,625,247,247,235,195,152,32,63,24,39,0,2,27,49,27,56,0,0,26,94,14,369,74,14,0,0,21,95,32,9,0,82,195,163,5060
29739,"Kanchipuram, Tamil Nadu, India","Tamil Nadu, India",India,"12.510827475867, 79.882407188416","Land (beach, shoreline and inland)",2017-09-16,Prakash,50,0,50,661.39,1.86,32,165,195,45,65,144,112,58,53,142,152,383,126,3200,1974,148,36,114,125,16,26,0,0,0,2,25,27,14,128,0,0,21,19,28,136,5,7,0,0,4,32,2,63,0,126,241,321,8480
29740,"Kanchipuram, Tamil Nadu, India","Tamil Nadu, India",India,"12.704890067203, 80.226764679101","Land (beach, shoreline and inland)",2017-09-16,"Sri Kumaran",120,0,120,661.39,2.49,30,163,202,464,125,1420,1368,135,201,139,1320,245,347,154,1025,324,168,347,182,1,4,45,6,0,7,14,24,16,11,0,2,45,94,27,123,1,0,0,0,3,19,14,0,0,145,85,178,9193
29741,"Kanchipuram, Tamil Nadu, India",,India,"12.786103097636, 80.254752635931","Land (beach, shoreline and inland)",2017-09-16,"Sri Kumaran",120,0,120,1102.31,3.73,25,124,423,1432,376,676,154,253,124,67,1867,487,410,2074,721,52,168,421,124,8,8,32,6,0,2,26,142,9,144,0,2,14,65,4,478,2,14,0,0,1,12,2,0,0,125,54,426,11529
29742,"Kanchipuram, Tamil Nadu, India",,India,"12.867344053053, 80.250353813167","Land (beach, shoreline and inland)",2017-09-16,"Capt.Mukundh Mr. V K Senthil kumar",100,0,100,992.08,2.49,45,125,204,421,162,195,176,462,217,49,632,286,96,1245,837,173,83,165,61,0,3,14,19,0,2,53,71,5,113,0,0,23,21,14,65,44,6,23,0,0,23,3,0,0,3,136,148,6378
29744,"Kanchipuram, Tamil Nadu, India",,India,"12.870983904245, 80.250654220454","Land (beach, shoreline and inland)",2017-09-16,"Capt.Mukundh Mr. V K Senthil kumar",100,0,100,1322.77,3.11,55,295,324,824,274,714,487,384,75,13,1223,425,414,1845,176,428,235,415,201,1,19,7,124,0,3,22,163,8,142,0,2,18,274,12,265,19,4,0,0,2,18,6,6,0,241,284,625,11017
29745,"Kanchipuram, Tamil Nadu, India","Tamil Nadu, India",India,"12.925617141569, 80.258271694056","Land (beach, shoreline and inland)",2017-09-16,"Lt Col Jaideep, Joseph",60,0,60,661.39,4.35,25,215,195,315,95,230,132,152,33,42,475,295,305,759,416,19,47,49,106,3,18,6,16,0,8,14,29,14,41,0,0,29,19,11,56,4,26,0,0,1,36,2,47,0,26,178,124,4588
29746,"Chennai, Tamil Nadu, India",,India,"12.949183159323, 80.26171684256","Land (beach, shoreline and inland)",2017-09-16,"R.M. Subramanian",100,0,100,1631.42,3.11,45,178,1360,241,211,632,215,114,132,127,195,325,127,483,368,145,165,163,117,16,37,55,6,0,0,47,61,17,24,0,0,19,36,17,86,175,18,0,0,2,14,9,2,0,27,147,163,6276
29747,"Chennai, Tamil Nadu, India",,India,"12.954163066974, 80.262734889857","Land (beach, shoreline and inland)",2017-09-16,"Maj.M Adhi Narayanan",120,0,120,903.9,1.24,45,124,185,295,247,325,247,184,147,209,532,241,194,997,562,67,186,535,274,3,17,9,19,0,1,24,154,32,86,0,1,34,19,42,935,8,16,0,0,12,52,9,17,0,34,117,158,7350
29748,"Chennai, Tamil Nadu, India","Tamil Nadu, India",India,"12.968173423044, 80.265567302781","Land (beach, shoreline and inland)",2017-09-16,"Lt Col Jaideep, Balasubramaniyam",120,0,120,837.76,4.35,45,114,184,324,345,325,175,172,168,217,541,245,186,953,483,63,185,574,165,3,14,6,13,0,6,14,84,32,93,0,2,32,17,44,835,6,16,0,0,8,44,6,18,0,62,145,263,7182
29749,"Chennai, Tamil Nadu, India",,India,"12.973024587347, 80.266382694281","Land (beach, shoreline and inland)",2017-09-16,"Lt Col Murugasan C, sashidhar S, Govardhan reddy",120,0,120,881.85,1.86,45,124,186,271,272,324,241,186,178,217,418,234,184,963,482,67,173,491,147,2,13,9,14,0,6,17,95,42,47,0,2,32,18,43,834,6,19,8,0,8,57,8,18,0,41,96,214,6807
29750,"Chennai, Tamil Nadu, India","Tamil Nadu, India",India,"12.997903317931, 80.272145270719","Land (beach, shoreline and inland)",2017-09-16,"Lt Col Murugasan C, Col.James",120,0,120,661.39,3.11,45,1244,365,324,361,426,295,341,265,263,571,362,284,340,2745,198,241,856,327,173,165,111,284,0,5,11,341,135,56,0,2,32,169,155,715,230,19,0,0,2,15,13,22,0,28,241,358,13090
29752,"Chennai, Tamil Nadu, India","Tamil Nadu, India",India,"12.999953151722, 80.271759032948","Land (beach, shoreline and inland)",2017-09-16,"Bandhana Jha/ Kannan",150,0,150,2645.55,1.24,75,342,842,562,569,476,582,841,625,286,452,560,433,2541,2015,1204,862,654,321,23,325,6,86,0,5,8,94,3,596,0,0,105,99,19,136,16,49,0,0,18,75,32,21,0,165,566,354,16968
29754,"Chennai, Tamil Nadu, India",,India,"13.028053566431, 80.279321670405","Land (beach, shoreline and inland)",2017-09-16,"Fareeth, Rasith",100,0,100,903.9,3.11,38,185,185,195,125,284,244,248,112,235,283,247,146,1362,526,174,195,153,112,12,42,19,44,0,14,19,152,159,253,0,12,263,147,34,106,19,26,0,0,26,23,14,16,0,136,117,265,6929
29921,"Chennai, Tamil Nadu, India",,India,"13.029227003236, 80.279716104269","Land (beach, shoreline and inland)",2017-12-12,,100,0,100,5180.86,1.86,230,326,326,415,63,425,174,247,145,126,862,2678,495,425,1326,49,451,235,298,35,26,6,48,0,6,145,541,95,416,0,0,84,65,12,362,48,23,0,0,41,126,24,13,0,56,145,126,11509
29922,"Chennai, Tamil Nadu, India","Tamil Nadu, India",India,"13.058575414596, 80.275935530663","Land (beach, shoreline and inland)",2017-09-16,"Capt. Dr. Muthukumar, Mr.Ashwin",100,0,100,936.96,3.11,38,284,274,415,241,276,156,128,62,52,820,423,275,2362,1241,268,247,268,127,8,60,62,34,0,22,325,471,432,358,0,3,63,162,30,326,45,16,0,0,23,62,52,56,0,125,63,48,10765
29925,"Tiruvallur, Tamil Nadu, India","Tamil Nadu, India",India,"13.253730492561, 80.333725064993","Land (beach, shoreline and inland)",2017-10-02,"V.G. Sravan Kumar",200,0,200,2980.65,3.11,45,232,185,963,215,2362,415,746,86,35,743,469,321,2145,624,32,415,462,32,6,24,32,62,0,0,45,32,14,56,0,0,0,26,8,321,6,16,0,0,0,16,3,0,0,44,126,621,11940
29931,"Tiruvallur, Tamil Nadu, India","Tamil Nadu, India",India,"13.418619352094, 80.319249629865","Land (beach, shoreline and inland)",2017-09-16,"C. Mohan",150,0,150,4673.8,3.11,230,562,541,42,152,632,1241,35,187,362,862,324,63,1341,396,236,964,1327,53,6,138,7,14,0,4,142,461,3,947,0,0,0,0,62,0,0,42,0,0,0,0,0,0,0,641,574,324,12685
29937,"South Andaman, Andaman and Nicobar Islands, India",,India,"11.643437791254, 92.746889591108","Land (beach, shoreline and inland)",2017-09-16,"Anshuman Saxena",400,0,400,5776.11,6.21,356,542,356,655,485,553,624,63,48,62,953,874,568,3025,563,411,252,32,52,62,32,34,66,0,6,235,33,25,365,0,2,65,298,56,362,22,26,0,0,65,35,48,51,0,26,324,654,13010
29939,"North Goa, Goa, India","Goa, India",India,"15.54929809435, 73.753781318555","Land (beach, shoreline and inland)",2017-09-16,"Lt Cdr Gaurish Sawant",120,0,120,1900.38,6.21,55,85,325,124,235,369,145,32,195,46,435,362,145,176,325,96,55,328,33,21,66,41,69,0,2,85,27,46,64,0,6,63,44,9,47,15,9,0,0,15,16,22,62,0,214,48,245,4747
29940,"Bogmalo, Goa, India","Goa, India",India,"15.369380944801, 73.834033012281","Land (beach, shoreline and inland)",2017-09-16,"Lt Cdr Gaurish Sawant",120,0,120,1437.41,3.11,48,165,129,234,115,164,154,139,170,86,465,274,195,1325,954,162,51,32,45,0,0,0,0,0,4,326,184,19,214,0,0,51,12,25,236,5,16,0,0,11,23,11,14,0,112,124,263,6509
29943,"Majorda, Goa, India","Goa, India",India,"15.28653095534, 73.910121917615","Land (beach, shoreline and inland)",2017-09-16,"Col.Sajay Nagi, Capt.Vinoth Jousha",60,0,60,1366.87,3.11,45,232,124,262,32,325,124,89,99,25,625,841,241,1325,365,114,38,145,127,3,15,18,39,0,2,17,16,22,39,0,0,22,21,36,321,56,24,0,0,24,95,45,28,0,26,125,362,6489
29944,"North Goa, Goa, India","Goa, India",India,"15.548936328033, 73.753920793424","Land (beach, shoreline and inland)",2017-09-16,Maj.Thushar,120,0,120,1214.75,3.11,30,152,69,1652,215,635,251,635,174,43,846,654,395,2369,1284,128,214,128,195,0,33,53,36,0,2,153,147,12,67,0,0,0,25,63,263,0,15,0,0,23,11,12,0,0,125,32,365,11476
29945,"Chennai, Tamil Nadu, India",,India,"12.960812275857, 80.264017581831","Land (beach, shoreline and inland)",2017-09-16,"Suresh Babu, Behera",65,0,65,925.94,1.24,35,125,95,124,129,236,139,124,74,51,841,365,142,1124,263,24,42,78,96,4,32,5,36,0,3,21,325,36,62,0,0,52,62,24,145,0,6,0,0,21,26,10,2,0,321,241,262,5768
29946,"Kanyakumari, Tamil Nadu, India","Tamil Nadu, India",India,"8.0870375856124, 77.554666399942","Land (beach, shoreline and inland)",2017-09-16,"Dr.S Marichamy",1,0,1,473.99,1.86,18,125,265,352,15,125,24,21,125,49,254,324,158,842,621,489,124,321,245,2,15,32,22,0,2,35,154,12,124,0,1,25,33,14,156,3,14,0,0,18,62,12,17,0,124,47,328,5731
29947,"Kanchipuram, Tamil Nadu, India","Tamil Nadu, India",India,"13.007937740662, 80.0804543493","Land (beach, shoreline and inland)",2017-09-16,Coginzant,1,0,1,264.55,1.86,18,12,126,145,125,189,144,24,126,19,356,214,228,869,196,29,165,24,185,0,0,0,0,0,0,45,189,0,28,0,0,0,0,24,126,0,0,0,0,2,0,0,0,0,124,98,324,4136
