"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type","Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Cigarette Butts","Food Wrappers (candy, chips, etc.)","Take Out/Away Containers (Plastic)","Take Out/Away Containers (Foam)","Bottle Caps (Plastic)","Bottle Caps (Metal)","Lids (Plastic)","Straws, Stirrers","Forks, Knives, Spoons","Beverage Bottles (Plastic)","Beverage Bottles (Glass)","Beverage Cans","Grocery Bags (Plastic)","Other Plastic Bags","Paper Bags","Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps","Fishing Net & Pieces","Fishing Line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing Gear (Clean Swell)","6-Pack Holders","Other Plastic/Foam Packaging","Other Plastic Bottles (oil, bleach, etc.)","Strapping Bands","Tobacco Packaging/Wrap","Other Packaging (Clean Swell)","Appliances (refrigerators, washers, etc.)",Balloons,"Cigar Tips","Cigarette Lighters","Construction Materials",Fireworks,Tires,Toys,"Other Trash (Clean Swell)",Condoms,Diapers,Syringes,"Tampons/Tampon Applicators","Personal Hygiene (Clean Swell)","Foam Pieces","Glass Pieces","Plastic Pieces","Total Items Collected"
29948,"Chennai, Tamil Nadu, India","Tamil Nadu, India",India,"12.998299406259, 80.271942615291","Land (beach, shoreline and inland)",2017-09-16,"MG world",50,0,50,246.92,0.62,25,125,118,147,121,165,78,25,18,19,187,144,254,784,55,63,147,158,125,2,15,13,36,0,2,37,55,25,47,0,0,12,25,22,89,26,14,0,0,6,14,5,19,0,54,98,268,3617
30154,"Pune, Maharashtra, India","Maharashtra, India",India,"18.520764375161, 73.857275247574","Land (beach, shoreline and inland)",2017-04-16,"IMF - Bund Garden",60,0,60,881.85,1.86,0,102,300,0,0,0,0,0,0,0,0,0,0,335,336,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1213
30155,"Pune, Maharashtra, India","Maharashtra, India",India,"18.321120403942, 73.519220352173","Land (beach, shoreline and inland)",2017-09-16,"IMF - Kalyani Nagar",156,0,156,2050.3,3.11,0,221,180,0,0,0,0,0,0,0,0,0,0,138,138,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866
30156,"Pune, Maharashtra, India","Maharashtra, India",India,"18.55051804306, 73.808512687683","Land (beach, shoreline and inland)",2017-06-06,"IMF - Khadakwasla",140,0,140,1653.47,4.35,0,78,60,0,0,0,0,0,0,0,0,0,0,36,36,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
30157,"Pune, Maharashtra, India","Maharashtra, India",India,"18.532431932504, 73.855504989624","Land (beach, shoreline and inland)",2017-10-29,"IMF - Sangamwadi",202,0,202,2645.55,3.11,0,189,56,0,0,0,0,0,0,0,0,0,0,145,144,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702
30158,"Pune, Maharashtra, India","Maharashtra, India",India,"18.517132433786, 73.844786882401","Land (beach, shoreline and inland)",2017-10-27,"IMF - Z Bridge",50,0,50,661.39,1.86,0,34,78,0,0,0,0,0,0,0,0,0,0,70,70,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
30169,"Pune, Maharashtra, India","Maharashtra, India",India,"18.520459179651, 73.856652975082","Land (beach, shoreline and inland)",2017-10-02,"IMF - Bund Garden",62,0,62,705.48,1.24,0,82,170,0,0,0,0,0,0,0,0,0,0,260,260,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867
30170,"Pune, Maharashtra, India","Maharashtra, India",India,"18.520459179651, 73.856652975082","Land (beach, shoreline and inland)",2017-11-05,"IMF - Bund Garden",5,0,5,66.14,0.47,0,54,25,0,0,0,0,0,0,0,0,0,0,33,32,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
30171,"Pune, Maharashtra, India","Maharashtra, India",India,"18.532554399898, 73.855848312378","Land (beach, shoreline and inland)",2017-11-03,"IMF - Sangamwadi",29,0,29,211.64,1.24,0,39,130,0,0,0,0,0,0,0,0,0,0,68,68,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
30172,"Pune, Maharashtra, India","Maharashtra, India",India,"18.520342207763, 73.856647610664","Land (beach, shoreline and inland)",2017-11-10,"IMF - Bund Garden",65,0,65,407.86,3.11,0,37,88,0,0,0,0,0,0,0,0,0,0,61,61,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
30173,"Pune, Maharashtra, India","Maharashtra, India",India,"18.722114816638, 73.395463228226","Land (beach, shoreline and inland)",2017-11-25,"IMF - Bushi Dam",47,0,47,308.65,1.24,0,47,140,0,0,0,0,0,0,0,0,0,0,42,41,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
30174,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.100444223447, 72.829720973969","Land (beach, shoreline and inland)",2017-09-16,"IMF - Juhu Beach - BAML",427,0,427,35783.23,1.86,0,89,210,0,0,0,0,0,0,0,0,0,0,67,67,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
30175,"Mumbai Suburban, Maharashtra, India",,India,"19.177192258054, 72.79571056366","Land (beach, shoreline and inland)",2017-09-16,"IMF - Aksa Beach",30,0,30,231.49,1.86,0,528,35,0,0,0,0,0,0,0,0,0,0,33,32,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,773
30176,"Mumbai, Maharashtra, India","Maharashtra, India",India,"18.954897593342, 72.8116106987","Land (beach, shoreline and inland)",2017-09-23,"IMF - Chowpatty and Juhu Beach",20,0,20,132.28,1.55,0,0,45,0,0,0,0,0,0,0,0,0,0,39,39,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
30177,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.100038299937, 72.829914093059","Land (beach, shoreline and inland)",2017-09-23,"IMF - Juhu Beach",80,0,80,1719.61,1.86,0,828,89,0,0,0,0,0,0,0,0,0,0,84,84,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1150
30178,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.100038299937, 72.829914093059","Land (beach, shoreline and inland)",2017-11-18,"IMF - Juhu Beach",350,0,350,3968.32,3.11,0,1038,98,0,0,0,0,0,0,0,0,0,0,63,63,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1338
30179,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.050130958547, 72.840085029602","Land (beach, shoreline and inland)",2017-09-16,"IMF - Bandra Carter Road",35,0,35,396.83,1.86,0,0,29,0,0,0,0,0,0,0,0,0,0,29,29,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
30180,"Mumbai Suburban, Maharashtra, India",,India,"19.197357168931, 72.796504497528","Land (beach, shoreline and inland)",2017-11-11,"IMF - Marve Beach",60,0,60,462.97,1.24,0,328,14,0,0,0,0,0,0,0,0,0,0,58,58,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
30181,"Mumbai Suburban, Maharashtra, India",,India,"19.140748891066, 72.802727222443","Land (beach, shoreline and inland)",2017-11-25,11/25/7/17,120,0,120,1763.7,1.24,0,0,78,0,0,0,0,0,0,0,0,0,0,93,93,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,364
30182,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.064612036779, 72.822639942169","Land (beach, shoreline and inland)",2017-11-25,"IMF - Bandra Carter Road",45,0,45,551.16,3.11,0,159,180,0,0,0,0,0,0,0,0,0,0,115,115,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689
30183,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.054815755487, 72.84077167511","Land (beach, shoreline and inland)",2017-11-25,"IMF - Bandra Carter Road",55,0,55,705.48,0.93,0,112,110,0,0,0,0,0,0,0,0,0,0,90,90,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
30184,"Mumbai Suburban, Maharashtra, India",,India,"19.19733674617, 72.796761989594","Land (beach, shoreline and inland)",2017-09-16,"IMF - Malad Marve Beach",85,0,85,837.76,1.86,0,72,123,0,0,0,0,0,0,0,0,0,0,84,83,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
30185,"Solapur, Maharashtra, India","Maharashtra, India",India,"17.659786548254, 75.906343460083","Land (beach, shoreline and inland)",2017-09-23,"IMF - Kambar Talav",45,0,45,187.39,3.11,0,47,67,0,0,0,0,0,0,0,0,0,0,62,61,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
30186,"Nagpur, Maharashtra, India","Maharashtra, India",India,"21.132822959333, 79.045954942703","Land (beach, shoreline and inland)",2017-09-30,"IMF - Nagpur",32,0,32,209.44,1.55,0,29,62,0,0,0,0,0,0,0,0,0,0,44,43,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
30187,"Raigad, Maharashtra, India","Maharashtra, India",India,"18.754909431722, 73.229026815388","Land (beach, shoreline and inland)",2017-11-04,"IMF - Bushi Dam",180,0,180,1543.24,3.11,0,87,211,0,0,0,0,0,0,0,0,0,0,121,121,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764
30188,"Pune, Maharashtra, India","Maharashtra, India",India,"18.757969459819, 73.405601978302","Land (beach, shoreline and inland)",2017-11-18,"IMF - Lonavala",45,0,45,264.55,1.55,0,45,134,0,0,0,0,0,0,0,0,0,0,57,56,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
30189,"Pune, Maharashtra, India","Maharashtra, India",India,"18.748135480663, 73.407125473022","Land (beach, shoreline and inland)",2017-11-18,"IMF - Unknown",59,0,59,308.65,1.24,0,33,112,0,0,0,0,0,0,0,0,0,0,95,94,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532
30190,"Kolhapur, Maharashtra, India","Maharashtra, India",India,"16.708033432482, 74.218397140503","Land (beach, shoreline and inland)",2017-09-16,"IMF - Rankala Lake",40,0,40,396.83,2.49,0,47,87,0,0,0,0,0,0,0,0,0,0,46,46,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
30191,"Kolhapur, Maharashtra, India","Maharashtra, India",India,"16.69181739243, 74.233117103577","Land (beach, shoreline and inland)",2017-11-11,"IMF - Jayanti Nala",38,0,38,231.49,2.49,0,22,62,0,0,0,0,0,0,0,0,0,0,57,56,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
30192,"Ratnagiri, Maharashtra, India",,India,"17.4874428168, 73.184802532196","Land (beach, shoreline and inland)",2017-11-26,"IMF - Guhagar Beach",45,0,45,352.74,1.86,0,22,28,0,0,0,0,0,0,0,0,0,0,43,43,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
30193,"Raigad, Maharashtra, India","Maharashtra, India",India,"18.791699270859, 73.342645168304","Land (beach, shoreline and inland)",2017-09-16,"IMF - Khapoli",22,0,22,176.37,1.24,0,43,34,0,0,0,0,0,0,0,0,0,0,33,33,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
30194,"North Goa, Goa, India","Goa, India",India,"15.481619176579, 73.807353973389","Land (beach, shoreline and inland)",2017-11-11,"IMF - Miramar",25,0,25,198.42,1.24,0,23,56,0,0,0,0,0,0,0,0,0,0,17,17,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
30195,"Panaji, Goa, India","Goa, India",India,"15.468155429647, 73.805208206177","Land (beach, shoreline and inland)",2017-11-25,"IMF - Caranzalem Beach",25,0,25,165.35,2.49,0,16,56,0,0,0,0,0,0,0,0,0,0,21,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
30196,"Panaji, Goa, India","Goa, India",India,"15.468155429647, 73.805208206177","Land (beach, shoreline and inland)",2017-11-25,"IMF - Alem Beaach",25,0,25,165.35,2.49,0,16,56,0,0,0,0,0,0,0,0,0,0,21,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
30197,"North Goa, Goa, India","Goa, India",India,"15.482301182026, 73.80756855011","Land (beach, shoreline and inland)",2017-11-18,"IMF - Vagator and Chapora",62,0,62,440.92,1.86,0,17,27,0,0,0,0,0,0,0,0,0,0,17,17,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
30501,"South Goa, Goa, India","Goa, India",India,"14.998081405876, 74.033077955246","Land (beach, shoreline and inland)",2017-11-25,"IMF - Patnem Beach",45,0,45,264.55,1.86,0,22,28,0,0,0,0,0,0,0,0,0,0,6,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
30502,"Amritsar, Punjab, India","Punjab, India",India,"31.520067170706, 75.291388034821","Land (beach, shoreline and inland)",2017-11-11,"IMF - Beas River",230,0,230,507.06,1.86,0,0,12,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
30503,"Ludhiana, Punjab, India","Punjab, India",India,"30.992714530443, 75.793969631195","Land (beach, shoreline and inland)",2017-09-28,"IMF - Sutlej River",100,0,100,264.55,3.11,0,7,34,0,0,0,0,0,0,0,0,0,0,84,84,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,349
30504,"Gurdaspur, Punjab, India","Punjab, India",India,"32.01973059566, 75.465688705444","Land (beach, shoreline and inland)",2017-10-28,"IMF - Canal Tibdi",45,0,45,132.28,4.35,0,0,22,0,0,0,0,0,0,0,0,0,0,38,38,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
30506,"Amritsar, Punjab, India","Punjab, India",India,"31.610598675618, 74.878649711609","Land (beach, shoreline and inland)",2017-11-25,"IMF - Pond",35,0,35,165.35,3.11,0,0,37,0,0,0,0,0,0,0,0,0,0,56,55,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
30507,"Amritsar, Punjab, India","Punjab, India",India,"31.487679883411, 75.276432037354","Land (beach, shoreline and inland)",2017-10-02,"IMF - Stream",85,0,85,231.49,3.11,0,34,78,0,0,0,0,0,0,0,0,0,0,90,90,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
30509,"Karnal, Haryana, India","Haryana, India",India,"29.681757128462, 76.996049880981","Land (beach, shoreline and inland)",2017-10-01,"IMF - Karnal Stream",65,0,65,253.53,1.86,0,7,75,0,0,0,0,0,0,0,0,0,0,23,22,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
30510,"Karnal, Haryana, India","Haryana, India",India,"29.691298857464, 76.958005428314","Land (beach, shoreline and inland)",2017-10-02,"IMF - Karnal",35,0,35,99.21,1.86,0,18,98,0,0,0,0,0,0,0,0,0,0,17,17,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
30511,"Ambala, Haryana, India","Haryana, India",India,"30.336012112113, 76.870136260997","Land (beach, shoreline and inland)",2017-10-02,"IMF - City",28,0,28,77.16,1.86,0,5,89,0,0,0,0,0,0,0,0,0,0,14,14,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
30513,"Kota, Rajasthan, India","Rajasthan, India",India,"25.212246319766, 75.857934951782","Land (beach, shoreline and inland)",2017-10-02,"IMF - Chambal River",45,0,45,176.37,1.86,0,12,22,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
30514,"Ajmer, Rajasthan, India","Rajasthan, India",India,"26.486037223048, 74.552621841431","Land (beach, shoreline and inland)",2017-10-02,"IMF - Pushkar Lake",25,0,25,88.18,1.86,0,7,47,0,0,0,0,0,0,0,0,0,0,34,33,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
30516,"Jaipur, Rajasthan, India","Rajasthan, India",India,"26.952376563539, 75.843815803528","Land (beach, shoreline and inland)",2017-10-01,"Jaipur City",20,0,20,77.16,1.86,0,11,55,0,0,0,0,0,0,0,0,0,0,21,21,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
30517,"Udaipur, Rajasthan, India","Rajasthan, India",India,"24.593930516208, 73.680624961853","Land (beach, shoreline and inland)",2017-10-02,"IMF - Lake/ Raj-Uda Dudh Talai",65,0,65,242.51,4.35,0,9,54,0,0,0,0,0,0,0,0,0,0,18,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
30518,"Solan, Himachal Pradesh, India","Himachal Pradesh, India",India,"30.898673780481, 76.967532634899","Land (beach, shoreline and inland)",2017-10-02,"IMF - Kasuli Stream",55,0,55,209.44,1.86,0,12,28,0,0,0,0,0,0,0,0,0,0,11,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
30519,"Solan, Himachal Pradesh, India","Himachal Pradesh, India",India,"30.904657600865, 77.097136974335","Land (beach, shoreline and inland)",2017-10-02,"IMF - Solan",45,0,45,187.39,3,0,8,12,0,0,0,0,0,0,0,0,0,0,5,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
30520,"Udupi, Karnataka, India","Karnataka, India",India,"13.515585901882, 74.685240983963","Land (beach, shoreline and inland)",2017-11-11,"IMF - Padukere Beach",45,0,45,165.35,1.86,0,24,12,0,0,0,0,0,0,0,0,0,0,17,17,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
30522,"Uttara Kannada, Karnataka, India","Karnataka, India",India,"14.836312087054, 74.126257896423","Land (beach, shoreline and inland)",2017-11-11,"IMF - North Karwar Beach",30,0,30,88.18,3.11,0,30,23,0,0,0,0,0,0,0,0,0,0,24,23,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
30525,"Junagadh, Gujarat, India","Gujarat, India",India,"21.52049799782, 70.454099178314","Land (beach, shoreline and inland)",2017-10-02,"IMF - Ahmedpur Mandvu Beach",24,0,24,66.14,1.86,0,23,34,0,0,0,0,0,0,0,0,0,0,11,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
30527,"Gir Somnath, Gujarat, India","Gujarat, India",India,"20.72820337432, 70.733757019043","Land (beach, shoreline and inland)",2017-10-02,"IMF - Madhavpur Beach",18,0,18,44.09,1.86,0,19,23,0,0,0,0,0,0,0,0,0,0,14,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
30528,"Bhavnagar, Gujarat, India","Gujarat, India",India,"21.611358332282, 72.269868850708","Land (beach, shoreline and inland)",2017-10-02,"IMF - Guj-Koliyaak",22,0,22,77.16,3.11,0,17,42,0,0,0,0,0,0,0,0,0,0,21,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
30546,"Ganjam, Odisha, India","Odisha, India",India,"19.253766946479, 84.904811382294","Land (beach, shoreline and inland)",2017-10-02,"IMF - Gopalpur Beach",32,0,32,143.3,1.86,0,28,23,0,0,0,0,0,0,0,0,0,0,21,21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
30547,"Khordha, Odisha, India","Odisha, India",India,"20.28514908336, 85.882616043091","Land (beach, shoreline and inland)",2017-10-02,"IMF - Biju Maidan Beach, Paradip",18,0,18,55.12,1.24,0,2,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
30552,"Kolkata, West Bengal, India","West Bengal, India",India,"22.60656242865, 88.371834754944","Land (beach, shoreline and inland)",2017-10-02,"IMF - Circular Canal",65,0,65,352.74,3.11,0,86,120,0,0,0,0,0,0,0,0,0,0,85,85,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
30555,"Central Delhi, Delhi, India","Delhi, India",India,"28.66229882877, 77.247791290283","Land (beach, shoreline and inland)",2017-10-02,"IMF - Yamuna",630,0,630,8377.57,4.35,0,760,890,0,0,0,0,0,0,0,0,0,700,700,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339
35442,"East Delhi, Delhi, India","Uttar Pradesh, India",India,"28.59625, 77.31638","Land (beach, shoreline and inland)",2018-03-20,,1,0,1,2.33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,17
35443,"Jaipur, Rajasthan, India","Rajasthan, India",India,"26.85822, 75.82525","Land (beach, shoreline and inland)",2018-03-20,Safaiwala,5,0,5,2.54,0,0,2,2,1,1,3,0,2,1,1,1,2,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
35444,"Jaipur, Rajasthan, India","Rajasthan, India",India,"26.85822, 75.82525","Land (beach, shoreline and inland)",2018-03-20,Safaiwala,1,0,1,2.53,0,0,6,2,1,1,3,0,1,1,1,1,1,2,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29
36503,"Chennai, Tamil Nadu, India","Tamil Nadu, India",India,"13.06687, 80.22189","Land (beach, shoreline and inland)",2018-04-13,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38643,"Bangalore Urban, Karnataka, India","Karnataka, India",India,"12.85539, 77.79898","Land (beach, shoreline and inland)",2018-06-12,,2,0,2,1.12,0.0084,0,1,1,2,1,2,0,1,0,1,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,22
39959,"Ahmedabad, Gujarat, India","Gujarat, India",India,"23.03367, 72.5244","Land (beach, shoreline and inland)",2018-07-17,,1,0,1,0.82,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
40189,"Sangli, Maharashtra, India","Maharashtra, India",India,"16.84815, 74.57983","Land (beach, shoreline and inland)",2018-07-22,,1,0,1,0.09,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
40190,"Sangli, Maharashtra, India","Maharashtra, India",India,"16.84815, 74.57983","Land (beach, shoreline and inland)",2018-07-22,,1,0,1,2.11,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,20
40619,"Sahibzada Ajit Singh Nagar, Punjab, India","Punjab, India",India,"30.71345, 76.71001","Land (beach, shoreline and inland)",2018-08-01,2,1,0,1,1.21,0.0054,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
40955,"Sahibzada Ajit Singh Nagar, Punjab, India","Punjab, India",India,"30.71345, 76.71001","Land (beach, shoreline and inland)",2018-08-01,2,1,0,1,1.21,0.0054,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
40956,"Sahibzada Ajit Singh Nagar, Punjab, India","Punjab, India",India,"30.71345, 76.71001","Land (beach, shoreline and inland)",2018-08-01,2,1,0,1,1.21,0.0054,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
40957,"Sahibzada Ajit Singh Nagar, Punjab, India","Punjab, India",India,"30.71347, 76.71008","Land (beach, shoreline and inland)",2018-08-13,2,1,0,1,1.62,0.0104,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
