CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
"Aarhus University, Denmark ",MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180414,Monitoring,,10.14330979,57.0288766,10.14217783,57.02952728,,2,11,,1,1,2,,,,2,,,,,,1,1,2,,,,,,,,11,,1,,,3,,2,,1,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,8,,,69,1,18,,,,,1,,,,,,,,,,,,,,,8,1,,,,,,,,1,3,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,11,2,,,1,,,,,,,,,,,,,,,,,3,,8,,,,,,,,8,,,
Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20170516,Cleanup,,8.513443532,47.39453926,8.5139733,47.3944089,,0,1,,0,0,,0,,,0,,,,,,,2,0,0,0,0,1,1,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,2,,,,,0,0,0,,,0,0,,,,,2,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,1,6,0,0,,,0,1,,,,4,0,0,0
Surfrider Foundation Europe,"Rue du Perzel, 29217 Plougonvelin, France",FR,North-east Atlantic Ocean,73,,,20150322,Cleanup,,-4.70088,48.3395,-4.69988,48.3395,,40,,,10,10,,20,,,,,,,,,,20,,,,,2,40,,,10,10,3,,5,,,,,,,,,,,,,50,,,,60,,,,,,,,,,,,,15,2,,,,,60,,10,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,10,,,,,,,,,,40,,,
Legambiente Onlus,"Spiaggia di Tor Caldara, Anzio (RM)",IT,Mediterranean Sea,100,,,20150509,Monitoring,,12.58944,41.48777,12.59044,41.48777,,1,2,,,38,8,4,,8,,,,4,,,,23,,,,,2,,,,19,,2,19,,,,,,,8,,,,,,4,8,,,,,4,,,,,,,,,2,,,,4,,,68,6,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,8,8,,,9,,2,,6,,,,,,,,,,,2,,8,,,,,,,,,,,
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20170728,Monitoring,,13.62293341,45.53586968,13.62184979,45.53643754,,,42,,,,,17,,,,,,,,,,,,5,1,5,1,24,,,,6,1,,1,6,,,,,,,,9,,,,3,,7,,,,2,,,,,,,,,,,2,,,,,,26,,14,,,,,1,,1,,1,,5,23,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,7,,,,,,,,,,7,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,33,,,
Surfrider Foundation Europe,"16 Avenue MarÈchal Joffre, 34250 Palavas-les-Flots, France",FR,Mediterranean Sea,81,,,20150607,Cleanup,,3.87672,43.6108,3.87772,43.6108,,22,,,20,6,,40,,,,,,,,,,10,,,,,,150,,,30,,,30,3,3,,,,,,,,,,,,7,,,,16,,,6,,,,,,,,,,,,,,,,23,,7,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,5,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,6,,23,,,,,,,,20,,,
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170503,Cleanup,,8.492924315,47.43112814,8.493669863,47.43138512,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,1,0,0,175,0,,10,5,0,1,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,1,5,,,0,0,,,,,3,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,1,,0,2,0,0,,,,0,,0,0,0,,,0,0,0,0,0,20,5,0,0,,,,,3,,0,1,0,,0,0,5,5,0,,,0,,,,0,,,0,,0,0,2,0,0,,,0,0,,,,0,0,1,0
"Aarhus University, Denmark ",MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180711,Monitoring,,10.14330979,57.0288766,10.14217783,57.02952728,,2,14,,,,,3,,,2,,,,,,,1,,1,1,,,,,,9,,1,4,,4,,,,,,1,,,,,2,12,,,,,,,,,1,,,1,1,1,,,7,,,60,,,204,2,12,,,,,,,2,,,,,,,,,,,,,1,1,2,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,26,6,,,,,,,,,,,,,,,,,,,,2,,15,,,,30,,,,64,1,,
Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20170827,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,10,0,,0,0,0,3,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,5,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,6,1,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Legambiente Onlus,"Spiaggia dellArenella, Siracusa (SR)",IT,Mediterranean Sea,100,,,20170415,Monitoring,,15.26417,36.99525,15.26517,36.99525,,9,4,1,18,14,,8,3,2,6,1,,,1,,,68,2,2,3,,1,29,,1,11,,3,11,1,17,,,,,,5,,10,,,,15,,9,,3,,5,,,,,,2,,1,1,,9,1,,2,,,106,14,19,2,,,,,,2,3,,,,6,1,,,1,,,,,,2,,,,,,,,1,3,1,,,,2,,,3,5,,,,4,15,,,48,1,1,5,1,3,,,,,,1,1,,6,,19,1,,,1,,,,,,,1,,1,,,,,6,,,,3,,,,3,,2,
Independent,hh,DK,North-east Atlantic Ocean,111,,,20170207,Cleanup,,9.49302547,57.20336358,9.494532955,57.20395203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,vierwaldst‰ttersee_weggis_schˆberls_3,CH,,67,,,20171227,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,,0,1,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,6,0,,3,1,0,2,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,9,0,8,0,,,,0,,0,0,0,,0,0,0,,,0,0,2,,0,1,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,1,0,0,0,,,,,0,,0,0,2,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,1,,,0,0,,,,0,0,0,0
Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20171231,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,,,3,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,2,1,1,,,,,,,,1,,,
Swiss Litter Report,Birs_basel_l‰derachs,CH,,28,Urban,Pebbels,20171230,Cleanup,,7.62259813,47.54604972,7.622613868,47.54629724,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,11,,,
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170410,Cleanup,,8.691961124,47.21954684,8.692141398,47.21951575,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,1,,,,,,,,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,8,2,2,,,,,1,,3,,,,1,,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20180108,Cleanup,,8.605145777,47.40291945,8.604494396,47.40278261,,,,,1,2,,,,,1,,,,,,,2,,,,,,,,,10,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,8,,,,,,,,,,,,,,,,,,,,12,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,5,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170907,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,,0,3,,0,0,,0,,,1,,,,,,,0,0,0,0,0,0,9,0,,3,0,0,7,0,3,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,1,,,,,6,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,1,0,0,0,16,0,0,0,,,,,0,,0,0,0,,3,0,0,0,0,,,0,,,,0,,,0,,0,0,3,0,0,,,0,0,,,,1,0,0,0
Independent,long beach cork 100m,IE,North-east Atlantic Ocean,155,,,20150715,Cleanup,,-8.956641353,51.55245631,-8.955597061,51.55122045,,1,1,,1,0,,1,,,,,,,,,,1,,,,,1,0,,,1,,,,1,0,,,,1,1,,,0,,,1,1,,0,,,,,,,,1,,,1,,,,,,,0,1,,,,0,,,,,,,,,,,,0,,,,,,,,0,1,,,,,,,,,,1,1,,,,,,,0,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20180228,Cleanup,,8.513088026,47.42847285,8.512952828,47.42936038,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"220-462 Route Departementale 940, 62200 Boulogne-sur-Mer, France",FR,North-east Atlantic Ocean,70,,,20150326,Cleanup,,1.59287,50.7357,1.59387,50.7357,,36,23,,26,,,14,,,,,,,,,,19,,,,,3,,,,26,16,,6,,5,,,,,,,,,,,,146,,,,6,,,,,,,,,,,,,3,3,,,,,56,,50,,,,,,,,,,,,,,,,,8,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,7,,,,,,,,4,,,
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,Mediterranean Sea,98,Rural,Pebbels,20150318,Monitoring,,13.62157753,45.53652475,13.62061998,45.53709824,,15,,,3,2,,26,,,,,,,,,,4,2,,2,1,2,6,1,,,1,,3,5,4,,,,,,1,,5,,,2,3,,5,,1,,,1,,,1,,1,1,2,,,,,,,,,29,,89,,,,,4,,2,,,,1,9,,,,,2,,,6,,,,,,,,,,,,,,,,6,,,2,,1,,,1,,,,1,,1,,,,,,,,,4,,1,4,,1,1,,,,,,,,,,,,,2,,1,,10,,,,,,,,146,,,
Legambiente Onlus,Ponte della Gatta Torre del Greco (NA),IT,Unknown,100,,,20180427,Monitoring,,0.000129292,0.000366176,0.000129301,0.000366176,4,5,3,3,4,3,,,,3,,,,,,,,15,3,,,,15,220,,,3,,2,20,,5,1,,,,,,,3,,,3,10,,,,,,,11,7,3,1,,,5,,,,,2,,2,,,28,1,25,,,,,,,,,1,,,150,,,,2,,,,10,,,,,,,,,,,,,,,,,,,2,,,,5,10,20,,,28,3,3,,3,,,,,,,110,29,,,,3,,,,,,,,,,,,,,,,,,5,,,,8,,,,3,1,,
Surfrider Foundation Europe,"Unnamed Road Carcans, 33121 Carcans, France",FR,North-east Atlantic Ocean,78,,,20150409,Cleanup,,-1.18724,45.1137,-1.18624,45.1137,,10,,,20,70,,40,,,,,,,,,,10,,,,,25,,,,,5,,15,,,,,,,,,,,,,,35,,,,30,,,,,,,,,,,,,,,,,,,30,,15,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,
Surfrider Foundation Europe,"8 Trezmalaouen, 29100 Kerlaz, France",FR,North-east Atlantic Ocean,74,,,20150704,Cleanup,,-4.28522,48.1055,-4.28422,48.1055,,18,,,6,7,,25,,,,,,,,,,15,,,,,,30,,,17,2,,20,,5,,,,,,,,,,,,60,,,,10,,,6,,,,,,,,,,4,2,,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,1,,,
Institute for Water of the Republic of Slovenia,Debeli rtic 1,IT,Mediterranean Sea,168,Urban,Pebbels,20130823,Cleanup,DR1,13.7119348,45.59333469,13.70978685,45.59350054,,2,,,4,2,,6,,,,,,,1,,,2,,,,1,,12,1,,1,,,3,1,2,,,,,,,,4,,,,2,,,,1,,,1,,,,,,2,3,,,,1,,,13,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,66,,,
Surfrider Foundation Europe,"Le Grand Crohot LËge-Cap-Ferret, 33950 LËge-Cap-Ferret, France",FR,North-east Atlantic Ocean,79,,,20150519,Cleanup,,-1.22722,44.7957,-1.22622,44.7957,,20,,,5,,,,,,,,,,,,,20,,,,,1,20,,,20,30,5,,10,,,,,,,,,,,,,20,,,,,,,20,,,,,,,,,,,,,,,,20,,5,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,,,5,,,
"Aarhus University, Denmark ","Ris¯, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20170417,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,,,,,1,,,,,,,,,,,,,2,,,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,18,,,3,,,9,,,10,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,Coral bay,,Mediterranean Sea,201,Urban,Sandy,20181114,Cleanup,,32.37015149,34.85349576,32.36863265,34.85477656,,18,268,4,10,2,,100,8,2,,,,2,,4,,82,34,,22,4,6,2182,,6,30,10,70,14,14,158,,,,,,,,,,,2,4,,,,,,,,2,,,,,,,,,,4,,,,,304,34,20,,,8,,114,,,4,,,,,56,,2,,4,2,,224,16,2,,,,,,2,,28,10,2,,,,,2,10,6,,4,,,,24,4,,60,36,,,,,,,6,,,2,,,2,,4,18,,,,,,,,,,,,,,,6,8,,,,,,,,,,2,,
GEO BSMARINELITTER,Ureki-2015,GE,Black Sea,53,Urban,Sandy,20151021,Monitoring,,41.759216,41.995546,41.759292,41.99507615,,11,9,,67,45,18,33,,44,2,4,,,,,,300,5,86,68,7,12,,8,2,109,30,43,15,,15,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,13,119,3,,,308,,,,,1,,42,,,,,,,,4,13,48,,7,,,2,,,,,,,1,2,2,23,1,,,,,,,,,,3,8,,,,,,,,,,,,,1,,10,1,6,12,2,,,,,,,,,,,,,,1,,,,,1,1,,,3,,,,1,5,1,
Swiss Litter Report,limmat_z¸rich_mortensena_meiera,CH,,29,,,20170623,Cleanup,,8.485410987,47.40025153,8.485633769,47.4000375,,0,0,,0,1,,0,,,0,,,,,,,2,0,7,1,0,0,182,0,,2,0,0,1,2,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,25,,,0,0,,,,,2,1,0,0,,,,0,,0,0,0,,0,0,4,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,3,0,,,1,0,0,0,0,20,0,0,0,,,,,2,,1,0,0,,1,0,5,32,2,,,0,,,,0,,,1,,0,0,0,0,1,,,0,2,,,,19,0,2,1
Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20180222,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,1,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,1,0,0,,,0,2,,,,4,0,0,0
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170510,Cleanup,,8.691961124,47.21954684,8.692141398,47.21951575,,,,,,,,,,,,,,,,,,,,1,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,
Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20150326,Cleanup,,-1.524109783,43.52656849,-1.523399028,43.52730107,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,Spiaggia 28 Petacciato (CB),IT,Unknown,100,,,20180422,Monitoring,,0.000133535,0.000377574,0.000133544,0.000377574,,1,1,,3,2,4,1,1,,,,,,,,,3,4,1,,,,,,,,2,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,2,,1,,,14,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8,,7,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,1,,
Black Sea NGO Network,Kamchiyski pyasatsi,BG,Black Sea,239,Near river mouth,Sandy,20181028,Monitoring,,27.8923167,42.9855,27.8926667,42.98335,,6,1,,3,3,,2,,1,,,,,,,,45,2,,,,1,1,1,,6,,1,,,,,,,,,,,,,,,13,,,,,,,,,,,,1,,,,,,,,3,41,,,,21,,,,,,,,,,,,4,,,,1,,,,18,,,,1,,,,,,,,,,,,,,,5,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Swiss Litter Report,zuerichsee_staefa_hennm,CH,,11,,,20170424,Cleanup,,8.769881407,47.23464309,8.770014323,47.2345991,,0,0,,1,0,,0,,,0,,,,,,,4,0,7,3,1,0,23,1,,23,5,2,0,0,1,,0,,,,,,,,,1,0,0,,,,,,2,,,,,0,0,24,,,0,0,,,,,5,0,8,0,,,,0,,0,0,0,,0,0,1,,,0,8,0,,0,1,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,1,4,0,0,0,,,,,1,,0,0,0,,0,0,3,12,0,,,1,,,,0,,,1,,0,0,1,0,1,,,1,0,,,,23,0,1,0
Legambiente Onlus,"Spiaggia della Foggia, Ficarazzi (PA)",IT,Mediterranean Sea,100,,,20170424,Monitoring,,13.48058,38.0997,13.48158,38.0997,,,15,,100,180,15,4,,12,3,2,3,3,,1,,10,10,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,2,,,,,5,18,10,10,,,,,,5,,,,,,,,,,,,,1,,1,,4,,,,,,,1,,2,,1,,,,,,,,,,30,1,,10,10,,1,,1,,,,,,,,,5,,,150,,,3,,,,,5,3,,,,,,,,4,,,,,,,,,,,
Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20171115,Cleanup,,8.605145777,47.40291945,8.604494396,47.40278261,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,"Spiaggia di Canovella de Zoppoli, Trieste (TS)",IT,Mediterranean Sea,100,,,20170420,Monitoring,,13.65614,45.74944,13.65714,45.74944,,6,5,,15,10,1,1,2,1,,,,,,,1,21,2,7,4,4,3,2,3,,10,,,9,1,6,,1,,,,,,287,,,2,4,,,,1,,,,,,1,,1,3,7,7,,,1,,,,,52,1,89,1,,,,3,,2,5,,,,6,2,1,,,4,,1,20,,,,,,,,,,2,4,,,,,,,,,,,,,1,1,,,1,,1,,1,,,,,,,,1,1,9,1,3,3,,,,,,,,,,,2,,2,,3,2,6,,1,,1,,,,1,,1,1
Legambiente Onlus,"Spiaggia di Tordigliano, Vico Equense (NA)",IT,Mediterranean Sea,100,,,20170423,Monitoring,,14.45308,40.61917,14.45408,40.61917,,10,1,,7,22,,1,2,1,,,,,,1,,12,4,,2,,,20,,,1,,2,4,1,1,,,,,,,,,,,,22,,,,1,,3,2,,5,,,1,,,,,,,,,,,18,,45,3,,,,,,3,,,,,3,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,2,,4,1,,1,,,,,1,,,,,,,,,,6,1,2,,2,7,1,2,1,,1,,,,2,,,2,,34,,11,2,4,,,,490,,,,10,1,,
Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20161122,Monitoring,,-1.524109783,43.52656849,-1.523399028,43.52730107,,,,,22,2,,22,,,,,,,,,,23,6,,12,3,1,12,1,,6,4,,10,1,,,,,,,,,,,,1,23,17,,,4,,,2,1,,,,,11,1,,,3,,,17,,,208,,5,,,,,1,,,1,16,,,33,3,,,,,,,,6,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,2,,,,2,,,,19,,7,
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,Mediterranean Sea,98,Rural,Pebbels,20180716,Monitoring,,13.62157753,45.53652475,13.62061998,45.53709824,,1,7,1,,,,,,,,,,,,,,1,,,2,3,,15,1,,14,,,4,,3,,,,,,,,,,,2,5,,3,1,2,,,2,,1,,,,1,,,,,,,,,,20,,16,,,,,4,,,1,,,2,2,,,,,,1,,8,3,,,,,,1,,,,,2,,,,,,,4,1,4,,,1,,,,3,,1,,,,,,,,,3,,,1,,1,2,,,,,,,,,,,1,,,,,,4,,,,,,,,13,,,
Surfrider Foundation Europe,"AS-317 Muros de Nal?n, 33138 Muros de Nal?n, Espagne",ES,North-east Atlantic Ocean,81,,,20150321,Cleanup,,-6.1059,43.558,-6.1049,43.558,,20,,,18,,,20,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,12,,,5,,,,,,,,,,,30,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,
European Environment Agency (EEA),Stevns 8,DK,Baltic Sea,117,,Pebbels,20130627,Cleanup,,12.39568273,55.25368211,12.3938371,55.25383996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"65 Avenue des Bouchots, 85360 La Tranche-sur-Mer, France",FR,North-east Atlantic Ocean,76,,,20150308,Cleanup,,-1.38146,46.3424,-1.38046,46.3424,,250,3,,5,,,5,,,,,,,,,,20,,,,,3,10,,,10,15,,5,,3,,,,,,,,,,,,100,,,,20,,,,,,,,,,,,,12,,,,,,50,,50,,,,,,,,,,,,20,,,,,5,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Environment Agency (EEA),Stevns 4,DK,Baltic Sea,111,,Pebbels,20130627,Cleanup,,12.39881214,55.25679269,12.3977671,55.25598483,,,,1,1,61,,,,,,,,,,,,,,6,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,11,,4,3,,,,,,,,,2,,,
DeFishGear - Slovenia,Piran MS Monitoring ,SI,Mediterranean Sea,98,Urban,Pebbels,20171123,Monitoring,,13.57499749,45.52819299,13.576006,45.52767109,,3,,,,,,,,,,,,,,,,3,,,1,,1,2,,,6,1,,,,,,,1,,,,,5,,,,,,,,,,,,,1,,,,,1,,,,,,,,,9,,17,,,,,,,,,,,,8,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
