,Unnamed: 0,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Plastic.1,Plastic.2,Plastic.3,Plastic.4,Plastic.5,Plastic.6,Plastic.7,Plastic.8,Plastic.9,Plastic.10,Plastic.11,Plastic.12,Plastic.13,Plastic.14,Plastic.15,Plastic.16,Plastic.17,Plastic.18,Plastic.19,Plastic.20,Plastic.21,Plastic.22,Plastic.23,Plastic.24,Plastic.25,Plastic.26,Plastic.27,Plastic.28,Plastic.29,Plastic.30,Plastic.31,Plastic.32,Plastic.33,Plastic.34,Plastic.35,Plastic.36,Plastic.37,Plastic.38,Plastic.39,Plastic.40,Plastic.41,Plastic.42,Plastic.43,Plastic.44,Plastic.45,Plastic.46,Plastic.47,Plastic.48,Plastic.49,Plastic.50,Plastic.51,Plastic.52,Plastic.53,Plastic.54,Plastic.55,Plastic.56,Plastic.57,Plastic.58,Plastic.59,Plastic.60,Plastic.61,Plastic.62,Plastic.63,Plastic.64,Plastic.65,Plastic.66,Plastic.67,Plastic.68,Plastic.69,Plastic.70,Plastic.71,Plastic.72,Plastic.73,Plastic.74,Plastic.75,Plastic.76,Plastic.77,Plastic.78,Plastic.79,Plastic.80,Plastic.81,Plastic.82,Plastic.83,Plastic.84,Plastic.85,Plastic.86,Plastic.87,Plastic.88,Rubber,Rubber.1,Rubber.2,Rubber.3,Rubber.4,Rubber.5,Rubber.6,Rubber.7,Rubber.8,Rubber.9,cloth/textile,cloth/textile.1,cloth/textile.2,cloth/textile.3,cloth/textile.4,cloth/textile.5,cloth/textile.6,cloth/textile.7,cloth/textile.8,Paper/Cardboard,Paper/Cardboard.1,Paper/Cardboard.2,Paper/Cardboard.3,Paper/Cardboard.4,Paper/Cardboard.5,Paper/Cardboard.6,Paper/Cardboard.7,Paper/Cardboard.8,Paper/Cardboard.9,Processed/worked wood,Processed/worked wood.1,Processed/worked wood.2,Processed/worked wood.3,Processed/worked wood.4,Processed/worked wood.5,Processed/worked wood.6,Processed/worked wood.7,Processed/worked wood.8,Processed/worked wood.9,Processed/worked wood.10,Metal,Metal.1,Metal.2,Metal.3,Metal.4,Metal.5,Metal.6,Metal.7,Metal.8,Metal.9,Metal.10,Metal.11,Metal.12,Metal.13,Metal.14,Metal.15,Metal.16,Metal.17,Metal.18,Metal.19,Metal.20,Glass/ceramics,Glass/ceramics.1,Glass/ceramics.2,Glass/ceramics.3,Glass/ceramics.4,Glass/ceramics.5,Glass/ceramics.6,Glass/ceramics.7,Glass/ceramics.8,Glass/ceramics.9,Unidentified,Chemicals,Plastic_sum,Rubber_sum,Cloth_textile_sum,Paper_cardboard_sum,Processed_worked_sum,Metal_sum,Glass_ceramic_sum,unidentified,chemicals
20,20,Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20180122,Cleanup,,8.516696451303616,47.3395883238964,8.516876114360441,47.3400022688047,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
21,21,Swiss Litter Report,unterdsee_ermatingen_brunkem,CH,,25,Urban,Pebbels,20170923,Cleanup,,9.08124618246175,47.672633290105075,9.081077475258127,47.67243646122876,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
22,22,Swiss Litter Report,Birs_Basel_GrunerN,DE,,34,Urban,Pebbels,20170415,Cleanup,,7.622198822088668,47.55112757754968,7.621976493547432,47.55139102288473,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,24.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,2.0,,4.0,,,,,,,,3.0,,,,,,,1.0,,3.0,1.0,1.0,15.0,,,2.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,75.0,,,,31.0,1.0,3.0,7.0,6.0,20.0,75.0,,
23,23,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20171130,Cleanup,,9.063815632014784,47.44678657943058,9.064160585083902,47.44744754383501,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,8.0,0.0,1.0,1.0,3.0,4.0,3.0,,
24,24,Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20170525,Cleanup,,8.55368205257308,47.27269458440369,8.553417375652712,47.27282803161404,,1.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,3.0,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,1.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
25,25,Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20170412,Cleanup,,28.630480000296405,44.31021000019087,28.630050000126108,44.30936000021033,,27.0,226.0,4.0,20.0,24.0,,4.0,1.0,3.0,1.0,,,,,,,275.0,57.0,14.0,19.0,26.0,12.0,330.0,3.0,,183.0,42.0,14.0,57.0,4.0,85.0,22.0,,,,,,,,,,52.0,143.0,3.0,4.0,6.0,8.0,,,,,1.0,,,1.0,11.0,10.0,22.0,,,,,10.0,35.0,1.0,141.0,,20.0,2.0,,,,6.0,,8.0,,,,3.0,28.0,,,2.0,3.0,1.0,,2.0,25.0,46.0,1.0,,2.0,,,2.0,,,10.0,13.0,,,,,30.0,,1.0,43.0,2.0,1.0,,1.0,11.0,6.0,8.0,,,14.0,1.0,,15.0,1.0,,,1.0,,,5.0,1.0,351.0,44.0,,,20.0,,,,1.0,,14.0,,,,,20.0,,,1.0,10.0,7.0,147.0,1.0,,24.0,229.0,,,,,,1.0,,2001.0,61.0,87.0,43.0,24.0,468.0,401.0,1.0,
26,26,Surfrider Foundation Europe,"6178 Avenue de la Plage, 62231 Sangatte, France",FR,North-east Atlantic Ocean,69,,,20160319,Cleanup,,1.8257399998121384,50.96130000019434,1.8267399998948703,50.96130000019434,,45.0,,,,,,60.0,,,,,,,,,,40.0,,,,,,,,,100.0,,50.0,30.0,,,,,,,,,,,,,,500.0,,,,600.0,,,,,,,,,,,,,,10.0,,,,,180.0,,60.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,25.0,,,,,,,,,,,,,,,,,,15.0,,6.0,,,,,,,,35.0,,,,1675.0,0.0,20.0,0.0,0.0,160.0,41.0,,
27,27,Surfrider Foundation Europe,"Unnamed Road Ploudalmézeau, 29830 Ploudalmézeau, France",FR,North-east Atlantic Ocean,73,,,20150430,Cleanup,,-4.66775000044643,48.57419999985446,-4.666750000363732,48.57419999985446,,6.0,,,2.0,8.0,,15.0,,,,,,,,,,15.0,,,,,2.0,8.0,,,18.0,5.0,0.0,10.0,2.0,3.0,,,,,,,,,,,,20.0,,,,3.0,,,2.0,,,,,,,,,,0.0,0.0,,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,,,1.0,,,,,10.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,102.0,18.0,,,,,,,,,,,,,,,,,,16.0,,20.0,,,,,,,,20.0,,,,125.0,4.0,12.0,0.0,0.0,136.0,40.0,,
28,28,Independent,Mollösund badstrand,SE,North-east Atlantic Ocean,653,Urban,Rocky,20140510,Cleanup,,11.469577258227535,58.076459649637464,11.47487628983283,58.0816247181903,,40.0,100.0,,100.0,20.0,,40.0,,,,,,,,,,200.0,,,,,,,,,100.0,,,,80.0,,,,,,,,,,,,,1000.0,,60.0,,,,,,,,,,,,,,,,,,80.0,300.0,,,,1000.0,,,,,,,,,,,,,,,,,,,,140.0,0.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260.0,0.0,40.0,0.0,0.0,0.0,0.0,,
29,29,Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170415,Cleanup,,8.550474341170052,47.35395733704738,8.55053981038795,47.3544310992285,,1.0,3.0,,3.0,0.0,,1.0,,,1.0,,,,,,,6.0,0.0,1.0,1.0,6.0,1.0,107.0,1.0,,15.0,3.0,0.0,7.0,7.0,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,9.0,0.0,4.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,2.0,0.0,,0.0,,,0.0,,0.0,0.0,2.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,6.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,,,,,8.0,,0.0,1.0,0.0,36.0,4.0,0.0,0.0,6.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,2.0,0.0,1.0,,,0.0,0.0,,,,23.0,0.0,2.0,0.0,180.0,2.0,2.0,25.0,10.0,48.0,24.0,2.0,0.0
30,30,Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180131,Cleanup,,8.675699122568707,47.36357228632302,8.676283172132152,47.36384326212398,,2.0,6.0,,,,,2.0,,,,,,,,,,2.0,,,,3.0,,36.0,,,29.0,1.0,52.0,1.0,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,75.0,,,,,,,,,5.0,,14.0,,,,,4.0,,,1.0,,,1.0,2.0,1.0,,,,,3.0,,14.0,2.0,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,2.0,15.0,,,,,,,,,1.0,1.0,,81.0,5.0,,10.0,7.0,,,,,,,,,,,1.0,,2.0,,2.0,,2.0,,,,2.0,,,,37.0,,,,260.0,2.0,4.0,17.0,2.0,108.0,41.0,,
31,31,Mare Nostrum,Neversea,RO,Black Sea,302,Urban,Sandy,20180809,Cleanup,,28.65667200027075,44.178404999975996,28.6558300003718,44.18108999984593,,,,4.0,1.0,,,,,,,,,,,,,5.0,,,1.0,,1.0,491.0,,,20.0,2.0,1.0,4.0,2.0,33.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,2.0,12.0,,,,,,,,,6.0,,,,,,2.0,1.0,,,,,,,,1.0,16.0,,,,,,1.0,,,4.0,2.0,,,,,7.0,,,27.0,3.0,32.0,1.0,,4.0,4.0,,,,54.0,1.0,,,,,,2.0,,,45.0,,42.0,,,7.0,2.0,,,,,,1.0,,,,,3.0,,,,1.0,,,,,,,,,,,,6.0,,671.0,21.0,36.0,98.0,48.0,56.0,0.0,6.0,
32,32,Independent,Formby point,UK,North-east Atlantic Ocean,722,Rural,Sandy,20190325,Cleanup,,-3.1032130648308214,53.551753058502854,-3.102223183371461,53.5582120069249,,2.0,,,28.0,6.0,2.0,18.0,,,,,,,,,,188.0,58.0,10.0,,,8.0,,6.0,,608.0,18.0,6.0,22.0,4.0,32.0,,,,,,,,,,,8.0,26.0,,,,,,,,,,,,,,250.0,,,8.0,,,,484.0,,,30.0,4.0,,,,,,,,18.0,,,,43.0,28.0,,,,,,2.0,,24.0,2.0,,,,,,,2.0,,10.0,,,,,,,16.0,10.0,,,,,,,,,,,,,8.0,,,,,,,,,58.0,6.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,1917.0,28.0,36.0,0.0,8.0,76.0,64.0,,
33,33,Legambiente Onlus,Spiaggia di Ponente Scicli (RG),IT,Unknown,100,,,20180427,Monitoring,,0.00013145227216450545,0.00033025573273531784,0.00013146125530208666,0.00033025573273531784,,11.0,1.0,,3.0,,,,,,,,,,,,,15.0,,,,,3.0,12.0,2.0,,1.0,2.0,,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,,5.0,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,3.0,2.0,1.0,,25.0,,,,,,2.0,,2.0,,,,,48.0,3.0,,,7.0,,,,,,6.0,,,,,,,,,,,9.0,,,,,,,,17.0,,,,75.0,0.0,2.0,33.0,4.0,64.0,26.0,,
34,34,Independent,kellen,FR,North-east Atlantic Ocean,102,Urban,Other (mixed),20160511,Cleanup,,-3.5785844775358155,48.782362640104935,-3.5790241444769086,48.78149598766709,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,12.0,,,,,,,11.0,,,,,,,,,,,,,1.0,,,22.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,15.0,,,,,,4.0,,,1.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,58.0,20.0,8.0,0.0,0.0,8.0,72.0,,
35,35,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_1,CH,,23,,,20170819,Cleanup,,8.418568937225396,47.04453212511511,8.418664933891588,47.04472764370512,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
36,36,Swiss Litter Report,untersee_steckborn_siedlerm,DE,,1335049,Rural,Other (mixed),20170525,Cleanup,,27.074215794761,48.49575412412975,8.971306720712589,47.66187644656989,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,17.0,0.0,1.0,0.0,0.0,0.0,3.0,,
37,37,ocean-R-evolution.com,cleanuptravels.com,DE,,3086,Near river mouth,Pebbels,20170324,Cleanup,,8.731163614509915,47.69224278867486,8.689735863025085,47.693965326974656,,,6.0,,3.0,3.0,,3.0,,,,,,,,,,5.0,,8.0,,,,,,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,15.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,38.0,1.0,0.0,2.0,0.0,20.0,8.0,,
38,38,NIMRD Grigore Antipa,Ammos,RO,Black Sea,412,Urban,Sandy,20180524,Cleanup,,28.62191665803525,44.265332105834865,28.62185253269702,44.269038584585495,,20.0,20.0,,,3.0,,,,,2.0,,,,,1.0,,18.0,2.0,4.0,3.0,1.0,1.0,13.0,,,7.0,3.0,,,,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,25.0,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,1.0,,,3.0,,,,,,,,,,,2.0,1.0,6.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,4.0,,,,143.0,1.0,3.0,5.0,3.0,8.0,6.0,,
39,39,Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180622,Cleanup,,12.043826426495045,55.67119801366522,12.043661288298054,55.67030766531132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
40,40,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20171124,Cleanup,,7.587948481264869,47.591151022394584,7.587830159667244,47.59090377363087,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,25.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,,,,,0.0,,1.0,0.0,0.0,150.0,0.0,0.0,14.0,23.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,13.0,0.0,0.0,,,0.0,0.0,,,,10.0,0.0,0.0,0.0,118.0,0.0,0.0,19.0,1.0,200.0,10.0,0.0,0.0
41,41,Black Sea NGO Network,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20180414,Cleanup,,27.888799999681567,43.02536667032526,27.88898332966139,43.02396667018512,,3.0,32.0,,53.0,35.0,,4.0,,,,,,,,,,166.0,,,,,,10.0,,,23.0,,,,12.0,28.0,,,,,,,,,,,,17.0,,15.0,,,,,,,,,,,,,,,,,,17.0,125.0,,,,79.0,,,,,,,7.0,,,,,,,,,,,,,43.0,0.0,,,,,,,,,,,5.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,30.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,669.0,0.0,47.0,0.0,0.0,40.0,15.0,,
42,42,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170424,Cleanup,,8.526254934660129,47.31242173281749,8.526473899010632,47.31196493730282,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,1.0,0.0,0.0,1.0,7.0,0.0,25.0,0.0,,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0
43,43,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170530,Cleanup,,8.477770133287603,47.403495597219674,8.478190511602918,47.403644288329325,,1.0,2.0,,0.0,2.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,1.0,0.0,2.0,0.0,,,,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0
44,44,"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20160621,Monitoring,,12.576667534348767,55.557674883681656,12.575087175880132,55.55761141298997,,,2.0,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,4.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,10.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,3.0,,,11.0,,1.0,,,,,1.0,,,,3.0,,,2.0,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,5.0,,12.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,5.0,53.0,5.0,0.0,0.0,6.0,16.0,1.0,,5.0
45,45,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180329,Cleanup,,8.409539781658474,47.40798906086008,8.409789939108922,47.408521526547915,,,3.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,4.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,22.0,,,,1.0,1.0,,1.0,0.0,,,,,,,,,,2.0,,,,,1.0,,,2.0,,,,3.0,1.0,2.0,,,3.0,,,,,,,,,,,,,48.0,6.0,,2.0,2.0,,,,1.0,,,,,,,1.0,,,,4.0,,,,,,3.0,,,,14.0,,,,45.0,0.0,5.0,9.0,0.0,64.0,17.0,,
46,46,Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180304,Cleanup,,7.462960548775697,46.93102012117094,7.462813345443361,46.931163596022785,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,Legambiente Onlus,Riccio TolloOrtona (CH),IT,Unknown,100,,,20180507,Monitoring,,0.00012909599117790093,0.0003807024241414233,0.00012910497431548214,0.0003807024241414233,,,10.0,4.0,15.0,15.0,10.0,8.0,5.0,10.0,,,,3.0,,1.0,3.0,,,100.0,100.0,,,100.0,,2.0,,,,10.0,15.0,7.0,,5.0,,,,,,30.0,,,,,,,,4.0,,13.0,,,,,,,10.0,4.0,,,,3.0,,,,,,,40.0,25.0,,,,,,,8.0,,,7.0,,,,,,3.0,,,,12.0,,,,4.0,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,87.0,5.0,4.0,,15.0,,,,,,1.0,,,,4.0,,,,,,,30.0,,,,,,,,,,,,570.0,16.0,2.0,3.0,0.0,116.0,30.0,,
48,48,Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171130,Cleanup,,9.543909919359761,47.48621629552011,9.5437661889143,47.48593947893112,,1.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,6.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,2.0,0.0,0.0,2.0,22.0,0.0,1.0,0.0,2.0,8.0,2.0,0.0,2.0
49,49,Independent,Bajo de guia 10-05-14,ES,North-east Atlantic Ocean,688,Near river mouth,Sandy,20140510,Cleanup,,-6.3563908221070875,36.787031451835105,-6.362435776096798,36.78330691590882,,22.0,,,12.0,10.0,,2.0,,,,,,,,,,68.0,,,54.0,8.0,,348.0,,,46.0,646.0,2.0,12.0,2.0,104.0,,,,,,,,,,,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,1156.0,,,,,,,,,,,,2.0,2.0,,,,,,,,8.0,0.0,,,,,,,,,,8.0,,,,,48.0,,14.0,188.0,,,,16.0,,,,,26.0,,,,,,,2.0,2.0,,,,,84.0,20.0,,,6.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,38.0,,,,2542.0,0.0,258.0,42.0,4.0,112.0,40.0,,
